Region_Code,Timestamp_hr_ending,Wind_Generation_MWh,Solar_Generation_MWh,Hydro_Generation_MWh,Other_Generation_MWh,Petroleum_Generation_MWh,Natural_gas_Generation_MWh,Coal_Generation_MWh,Nuclear_Generation_MWh
PJM,12/14/2023 5 a.m. EST,2216,7,2645,1036,322,45479,16443,33500
PJM,12/14/2023 6 a.m. EST,2083,7,4081,1416,368,48873,17622,33505
PJM,12/14/2023 7 a.m. EST,2194,25,4708,1580,410,51949,19158,33489
PJM,12/14/2023 8 a.m. EST,2243,1263,4305,1686,370,51326,20171,33607
PJM,12/14/2023 9 a.m. EST,2263,3263,1841,1798,279,48218,18512,33635
PJM,12/14/2023 10 a.m. EST,1783,3704,1274,1769,229,46558,17248,33642
PJM,12/14/2023 11 a.m. EST,1416,3548,1282,1764,226,44520,16701,33638
PJM,12/14/2023 12 p.m. EST,1549,3444,1297,1761,223,44370,16271,33663
PJM,12/14/2023 1 p.m. EST,1640,3466,1268,1596,226,42596,15582,33618
PJM,12/14/2023 2 p.m. EST,1635,3503,1310,1593,224,42174,15375,33594
PJM,12/14/2023 3 p.m. EST,1776,2626,1300,1506,224,41584,15044,33577
PJM,12/14/2023 4 p.m. EST,1526,440,3192,1554,315,44492,15418,33605
PJM,12/14/2023 5 p.m. EST,1968,7,4201,1585,365,47103,17828,33612
PJM,12/14/2023 6 p.m. EST,2590,7,4412,1596,362,47450,18679,33622
PJM,12/14/2023 7 p.m. EST,3036,7,3872,1582,359,47234,19025,33621
PJM,12/14/2023 8 p.m. EST,3655,7,2916,1575,374,47641,18834,32573
PJM,12/14/2023 9 p.m. EST,4565,7,2318,1574,358,47065,17700,32578
PJM,12/14/2023 10 p.m. EST,5344,7,1403,1044,350,44245,16897,32574
PJM,12/14/2023 11 p.m. EST,5986,7,1299,1017,343,41605,15842,32572
PJM,12/15/2023 12 a.m. EST,2491,7,1201,1047,282,42451,16810,33467
PJM,12/15/2023 1 a.m. EST,6622,7,1210,1045,350,39781,14796,32578
PJM,12/15/2023 2 a.m. EST,6707,7,1222,1015,306,39032,14260,32585
PJM,12/15/2023 3 a.m. EST,6675,7,1173,1012,358,39209,14237,32590
PJM,12/15/2023 4 a.m. EST,6518,7,1430,1024,368,39860,14755,32582
PJM,12/15/2023 5 a.m. EST,6343,7,1848,1057,373,41826,15678,32576
PJM,12/15/2023 6 a.m. EST,6031,7,3970,1061,373,44782,17024,32573
PJM,12/15/2023 7 a.m. EST,5739,22,4825,1051,501,47641,18660,32575
PJM,12/15/2023 8 a.m. EST,6063,1297,3748,1147,619,47349,19188,32569
PJM,12/15/2023 9 a.m. EST,5816,3348,2005,1263,474,43633,17934,32576
PJM,12/15/2023 10 a.m. EST,5067,3727,1242,1260,420,42115,16689,32584
PJM,12/15/2023 11 a.m. EST,4006,3550,1154,1244,420,41455,16413,32396
PJM,12/15/2023 12 p.m. EST,3106,3466,1097,1240,418,41684,16130,32095
PJM,12/15/2023 1 p.m. EST,2209,3550,1093,1202,415,41469,16258,31704
PJM,12/15/2023 2 p.m. EST,1568,3508,1117,1222,416,41539,16127,31682
PJM,12/15/2023 3 p.m. EST,1342,2365,1364,1136,412,41678,15792,31461
PJM,12/15/2023 4 p.m. EST,1386,361,1784,1016,496,44685,16256,31498
PJM,12/15/2023 5 p.m. EST,2052,32,3638,1034,556,46098,16749,31647
PJM,12/15/2023 6 p.m. EST,2931,30,2830,975,544,46417,17616,31734
PJM,12/15/2023 7 p.m. EST,4164,30,2561,985,467,45067,17402,31750
PJM,12/15/2023 8 p.m. EST,4815,30,2589,981,289,44866,17286,31766
PJM,12/15/2023 9 p.m. EST,5255,33,2057,973,292,43392,16895,31802
PJM,12/15/2023 10 p.m. EST,5391,33,1092,974,296,42670,16261,31824
PJM,12/15/2023 11 p.m. EST,5552,12,1119,993,282,40853,14846,31845
PJM,12/16/2023 12 a.m. EST,6125,7,1254,1034,351,41152,14866,32572
PJM,12/16/2023 1 a.m. EST,5890,30,1005,973,291,38409,13729,31821
PJM,12/16/2023 2 a.m. EST,5971,30,1019,982,278,38513,13744,31585
PJM,12/16/2023 3 a.m. EST,5726,30,996,968,276,38291,13702,31386
PJM,12/16/2023 4 a.m. EST,5157,30,1137,982,288,38721,14105,31377
PJM,12/16/2023 5 a.m. EST,4787,30,1109,978,338,39954,14677,31610
PJM,12/16/2023 6 a.m. EST,4952,30,1735,1002,341,40530,14951,31607
PJM,12/16/2023 7 a.m. EST,5065,29,2509,1022,329,41624,15675,31860
PJM,12/16/2023 8 a.m. EST,4931,1146,2034,1111,337,42469,16770,31862
PJM,12/16/2023 9 a.m. EST,5386,2768,1487,1230,141,39843,15623,31887
PJM,12/16/2023 10 a.m. EST,5397,3049,1246,1202,94,39283,14229,31815
PJM,12/16/2023 11 a.m. EST,5276,3010,1079,1199,92,39009,13826,31866
PJM,12/16/2023 12 p.m. EST,5364,2982,1014,1170,91,37750,13561,31860
PJM,12/16/2023 1 p.m. EST,5690,2754,959,1180,91,37195,13159,31850
PJM,12/16/2023 2 p.m. EST,5443,2255,979,1121,88,37391,13146,31834
PJM,12/16/2023 3 p.m. EST,4393,1037,1439,1071,81,38826,13439,31834
PJM,12/16/2023 4 p.m. EST,4269,210,2358,1031,108,39606,13922,31834
PJM,12/16/2023 5 p.m. EST,4643,38,2264,1036,186,41937,15588,31825
PJM,12/16/2023 6 p.m. EST,5409,37,2142,1048,186,41317,15544,31823
PJM,12/16/2023 7 p.m. EST,5789,36,2126,967,150,40504,15069,31826
PJM,12/16/2023 8 p.m. EST,5554,36,1983,1030,154,39987,15000,31838
PJM,12/16/2023 9 p.m. EST,5338,36,1718,1010,145,39641,14573,31834
PJM,12/16/2023 10 p.m. EST,5124,30,1042,1013,147,38339,14287,31645
PJM,12/16/2023 11 p.m. EST,4553,30,1026,1029,137,37324,13998,31618
PJM,12/17/2023 12 a.m. EST,5987,30,1068,972,293,39645,13834,31854
PJM,12/17/2023 1 a.m. EST,4209,12,926,1079,133,33817,13111,31662
PJM,12/17/2023 2 a.m. EST,4452,30,913,1053,93,32953,13026,31808
PJM,12/17/2023 3 a.m. EST,4440,12,909,1076,86,32150,13023,31848
PJM,12/17/2023 4 a.m. EST,4262,30,982,1058,94,31660,13044,31852
PJM,12/17/2023 5 a.m. EST,4317,30,1063,1069,92,31909,13059,31852
PJM,12/17/2023 6 a.m. EST,4397,30,1303,1066,102,33048,12971,31869
PJM,12/17/2023 7 a.m. EST,4418,30,1552,1063,100,33583,12929,31860
PJM,12/17/2023 8 a.m. EST,3841,70,1659,1107,101,36297,13376,31844
PJM,12/17/2023 9 a.m. EST,3940,200,1418,1099,101,38090,14388,31809
PJM,12/17/2023 10 a.m. EST,4330,350,1302,1092,96,38460,14428,31818
PJM,12/17/2023 11 a.m. EST,4390,501,976,1096,96,38452,14396,31870
PJM,12/17/2023 12 p.m. EST,4295,488,1348,1071,91,38736,14564,31907
PJM,12/17/2023 1 p.m. EST,4492,533,1302,1057,167,38709,14472,31956
PJM,12/17/2023 2 p.m. EST,4017,303,1193,1039,84,38680,14474,32100
PJM,12/17/2023 3 p.m. EST,3880,297,1609,1042,99,38588,14365,32321
PJM,12/17/2023 4 p.m. EST,3086,57,2502,1042,121,40081,14360,32573
PJM,12/17/2023 5 p.m. EST,3207,30,4090,1053,127,41286,15161,32618
PJM,12/17/2023 6 p.m. EST,3457,30,3328,1068,124,41136,15733,32610
PJM,12/17/2023 7 p.m. EST,4332,30,2950,1037,123,40785,15078,32598
PJM,12/17/2023 8 p.m. EST,5030,30,2465,1010,117,39832,14426,32646
PJM,12/17/2023 9 p.m. EST,4674,30,1541,1007,95,38957,13997,32684
PJM,12/17/2023 10 p.m. EST,5720,30,1131,1013,88,35743,13298,32721
PJM,12/17/2023 11 p.m. EST,6015,30,1007,993,87,34745,12892,32840
PJM,12/18/2023 12 a.m. EST,3966,30,958,1068,140,35468,13278,31586
PJM,12/18/2023 1 a.m. EST,7888,12,936,984,83,28145,12579,32846
PJM,12/18/2023 2 a.m. EST,8079,12,1027,978,91,27421,12473,32853
PJM,12/18/2023 3 a.m. EST,8279,12,1062,979,92,26910,12479,32924
PJM,12/18/2023 4 a.m. EST,9034,12,1041,949,93,26178,12527,32923
PJM,12/18/2023 5 a.m. EST,9193,12,1088,968,94,28813,12710,32977
PJM,12/18/2023 6 a.m. EST,9639,12,1816,991,94,33863,13294,33009
PJM,12/18/2023 7 a.m. EST,9705,12,2277,998,95,38284,14971,32988
PJM,12/18/2023 8 a.m. EST,9717,563,2160,1022,280,39036,15743,33140
PJM,12/18/2023 9 a.m. EST,9883,1978,1858,1199,278,37509,15590,33223
PJM,12/18/2023 10 a.m. EST,9802,2370,1606,1154,253,38605,15509,33415
PJM,12/18/2023 11 a.m. EST,9858,2567,1918,1196,89,38176,15660,33400
PJM,12/18/2023 12 p.m. EST,9891,2660,1876,1166,86,38255,15463,33398
PJM,12/18/2023 1 p.m. EST,9755,2720,1933,1170,85,38381,15150,33292
PJM,12/18/2023 2 p.m. EST,9709,2453,2042,1164,84,38903,15060,32962
PJM,12/18/2023 3 p.m. EST,9618,1694,2150,1080,92,40763,15334,32624
PJM,12/18/2023 4 p.m. EST,9534,220,2570,963,86,43225,15992,32467
PJM,12/18/2023 5 p.m. EST,9276,20,4074,952,91,45804,17096,32453
PJM,12/18/2023 6 p.m. EST,8669,12,4474,928,126,46404,18368,32491
PJM,12/18/2023 7 p.m. EST,7706,15,4493,932,134,46867,19286,32532
PJM,12/18/2023 8 p.m. EST,6990,17,3825,939,153,46382,19123,32533
PJM,12/18/2023 9 p.m. EST,6378,18,2907,932,174,45747,19362,32530
PJM,12/18/2023 10 p.m. EST,5560,12,1575,932,210,44110,19460,32526
PJM,12/18/2023 11 p.m. EST,5048,12,1514,870,215,42061,18486,32521
PJM,12/19/2023 12 a.m. EST,6652,12,984,989,90,30682,12705,32870
PJM,12/19/2023 1 a.m. EST,4014,12,1588,977,209,39683,16520,32484
PJM,12/19/2023 2 a.m. EST,3453,12,1593,984,219,39516,16301,32485
PJM,12/19/2023 3 a.m. EST,2981,12,1591,972,211,40505,16393,32471
PJM,12/19/2023 4 a.m. EST,2753,12,1596,971,218,40480,16848,32484
PJM,12/19/2023 5 a.m. EST,2576,12,1805,957,222,42515,17132,32488
PJM,12/19/2023 6 a.m. EST,2425,12,3274,991,228,48006,17770,32475
PJM,12/19/2023 7 a.m. EST,2632,18,4300,805,230,50339,19446,32456
PJM,12/19/2023 8 a.m. EST,2736,1081,4540,916,228,49951,19780,32446
PJM,12/19/2023 9 a.m. EST,2748,2778,2553,1217,224,47806,18841,32507
PJM,12/19/2023 10 a.m. EST,2688,2864,3076,1556,227,46600,18866,32468
PJM,12/19/2023 11 a.m. EST,3404,2858,2071,1513,226,46420,19008,32467
PJM,12/19/2023 12 p.m. EST,3848,2749,1562,1514,222,45241,18168,32342
PJM,12/19/2023 1 p.m. EST,4057,2757,1565,1534,224,45497,18081,32365
PJM,12/19/2023 2 p.m. EST,4396,3089,1577,1400,225,43677,18374,32603
PJM,12/19/2023 3 p.m. EST,4502,2291,1750,1348,217,44013,17791,32680
PJM,12/19/2023 4 p.m. EST,4586,448,2921,1276,236,46699,17972,32742
PJM,12/19/2023 5 p.m. EST,5424,18,4814,1338,221,50697,18158,32762
PJM,12/19/2023 6 p.m. EST,6265,22,4636,1305,224,52129,18545,32785
PJM,12/19/2023 7 p.m. EST,6982,14,4468,1314,221,51244,18482,32788
PJM,12/19/2023 8 p.m. EST,7441,12,4389,1303,223,50959,18258,32795
PJM,12/19/2023 9 p.m. EST,7828,13,3441,1306,227,48997,18024,32789
PJM,12/19/2023 10 p.m. EST,7754,12,1893,942,227,46650,17943,32809
PJM,12/19/2023 11 p.m. EST,7676,12,1569,957,219,43822,17716,32834
PJM,12/20/2023 12 a.m. EST,4551,12,1508,962,218,39722,16961,32516
PJM,12/20/2023 1 a.m. EST,7387,12,2091,926,223,41949,15427,32824
PJM,12/20/2023 2 a.m. EST,7187,12,2078,928,231,41774,15421,32835
PJM,12/20/2023 3 a.m. EST,6661,12,2339,934,230,42355,15808,32816
PJM,12/20/2023 4 a.m. EST,6404,12,2714,938,231,43833,16104,32817
PJM,12/20/2023 5 a.m. EST,6248,12,3350,1300,233,46235,16428,32807
PJM,12/20/2023 6 a.m. EST,5731,12,4674,1313,235,50623,16574,32802
PJM,12/20/2023 7 a.m. EST,5517,16,5044,1339,243,55960,17601,32757
PJM,12/20/2023 8 a.m. EST,5101,1172,3752,1436,701,55375,18089,32605
PJM,12/20/2023 9 a.m. EST,4429,3160,2049,1527,519,50896,18257,32636
PJM,12/20/2023 10 a.m. EST,3243,3562,1784,1510,257,48054,18368,32653
PJM,12/20/2023 11 a.m. EST,2594,3556,1676,1180,242,46863,18011,32693
PJM,12/20/2023 12 p.m. EST,1917,3541,1552,1189,294,46117,17138,32697
PJM,12/20/2023 1 p.m. EST,1291,3564,1546,1217,280,45128,17443,32719
PJM,12/20/2023 2 p.m. EST,945,3486,1619,1242,376,44851,16674,32755
PJM,12/20/2023 3 p.m. EST,936,2572,2017,1180,226,45923,16215,32772
PJM,12/20/2023 4 p.m. EST,971,554,2983,1046,217,48212,16786,32772
PJM,12/20/2023 5 p.m. EST,1508,94,4328,1019,214,51873,17345,32766
PJM,12/20/2023 6 p.m. EST,2355,16,4082,1014,213,51938,17868,32799
PJM,12/20/2023 7 p.m. EST,2586,16,3343,1002,211,52004,17768,32776
PJM,12/20/2023 8 p.m. EST,2631,16,2866,1003,216,51781,18151,32788
PJM,12/20/2023 9 p.m. EST,2174,16,2397,1011,218,50529,18068,32787
PJM,12/20/2023 10 p.m. EST,2055,16,1588,1012,219,47627,17958,32795
PJM,12/20/2023 11 p.m. EST,2154,16,1624,1016,221,45117,17672,32684
PJM,12/21/2023 12 a.m. EST,7434,12,2510,948,228,42825,15893,32854
PJM,12/21/2023 1 a.m. EST,2024,16,1567,1021,221,42681,16317,32689
PJM,12/21/2023 2 a.m. EST,2004,16,1557,1034,224,42093,16085,32673
PJM,12/21/2023 3 a.m. EST,2012,16,1558,1020,224,42453,16217,32656
PJM,12/21/2023 4 a.m. EST,2055,16,1552,1260,225,42592,16366,32672
PJM,12/21/2023 5 a.m. EST,1850,16,1920,1288,227,44885,16303,32655
PJM,12/21/2023 6 a.m. EST,1604,16,3974,1293,228,47534,16347,32649
PJM,12/21/2023 7 a.m. EST,1653,24,5386,1429,227,52111,17530,32649
PJM,12/21/2023 8 a.m. EST,1353,1046,4750,1535,239,52056,18454,32665
PJM,12/21/2023 9 a.m. EST,1112,2742,1843,1571,225,50469,18326,32650
PJM,12/21/2023 10 a.m. EST,780,2998,1631,1311,223,48541,18193,32656
PJM,12/21/2023 11 a.m. EST,522,2895,1592,1295,221,46546,17826,32675
PJM,12/21/2023 12 p.m. EST,365,2818,1570,1324,307,46256,16971,32653
PJM,12/21/2023 1 p.m. EST,309,2663,1602,1300,245,46160,17397,32654
PJM,12/21/2023 2 p.m. EST,406,2316,1631,1289,220,46612,17502,32668
PJM,12/21/2023 3 p.m. EST,703,1408,1606,1164,219,45606,17208,32668
PJM,12/21/2023 4 p.m. EST,1193,249,2948,1036,218,46447,17320,32655
PJM,12/21/2023 5 p.m. EST,1699,31,4504,1014,214,49751,17011,32673
PJM,12/21/2023 6 p.m. EST,2299,23,3115,1038,216,50754,17106,32674
PJM,12/21/2023 7 p.m. EST,2545,23,2990,1022,213,50181,16900,32683
PJM,12/21/2023 8 p.m. EST,2502,12,2993,1023,210,50523,16572,32682
PJM,12/21/2023 9 p.m. EST,2695,12,2079,1010,216,48714,16568,32664
PJM,12/21/2023 10 p.m. EST,2603,12,1644,1015,216,46737,16079,32696
PJM,12/21/2023 11 p.m. EST,2583,12,1647,994,218,45225,15383,32681
PJM,12/22/2023 12 a.m. EST,2031,16,1573,1020,222,43672,16973,32689
PJM,12/22/2023 1 a.m. EST,1826,12,1597,1000,218,41107,14652,32696
PJM,12/22/2023 2 a.m. EST,1546,12,1600,1021,219,40814,14171,32712
PJM,12/22/2023 3 a.m. EST,1564,12,1614,1015,218,41442,14064,32698
PJM,12/22/2023 4 a.m. EST,1581,12,1606,1002,222,42305,14396,32707
PJM,12/22/2023 5 a.m. EST,1511,12,1820,1035,226,42997,14772,32706
PJM,12/22/2023 6 a.m. EST,1777,12,4486,1033,227,44898,14689,32698
PJM,12/22/2023 7 a.m. EST,1798,14,5696,1019,230,48300,15431,32686
PJM,12/22/2023 8 a.m. EST,1706,383,4879,1040,231,48889,16260,32711
PJM,12/22/2023 9 a.m. EST,1488,1311,3490,1109,237,48799,17413,32700
PJM,12/22/2023 10 a.m. EST,1211,1994,2254,1116,255,46928,17446,32649
PJM,12/22/2023 11 a.m. EST,1059,2328,1582,1130,342,46171,16574,32703
PJM,12/22/2023 12 p.m. EST,817,2422,1590,1131,419,44881,15789,32689
PJM,12/22/2023 1 p.m. EST,703,2376,1582,1111,406,44539,15235,32695
PJM,12/22/2023 2 p.m. EST,801,2188,1596,1207,223,43743,14864,32695
PJM,12/22/2023 3 p.m. EST,1080,1489,1914,1141,219,43616,15047,32685
PJM,12/22/2023 4 p.m. EST,1454,215,2888,1034,218,44690,15459,32670
PJM,12/22/2023 5 p.m. EST,2215,19,3998,1049,222,47260,15923,32664
PJM,12/22/2023 6 p.m. EST,2986,18,3016,1027,218,46606,15813,32671
PJM,12/22/2023 7 p.m. EST,3277,12,2952,1008,218,45359,15598,32670
PJM,12/22/2023 8 p.m. EST,3499,12,2901,1050,221,45185,15142,32666
PJM,12/22/2023 9 p.m. EST,3774,12,2697,1038,223,44605,14702,32689
PJM,12/22/2023 10 p.m. EST,3774,12,1602,1057,226,42396,13998,32689
PJM,12/22/2023 11 p.m. EST,3726,12,1582,1050,226,41398,13976,32683
PJM,12/23/2023 12 a.m. EST,1984,12,1520,990,218,42869,14904,32705
PJM,12/23/2023 1 a.m. EST,3283,12,1609,1066,226,38389,12862,32693
PJM,12/23/2023 2 a.m. EST,3225,12,1617,1062,226,37766,12744,32690
PJM,12/23/2023 3 a.m. EST,2987,12,1597,1063,226,37800,12860,32695
PJM,12/23/2023 4 a.m. EST,2810,13,1588,1071,226,37177,12944,32684
PJM,12/23/2023 5 a.m. EST,2549,12,1603,1064,229,37947,12950,32682
PJM,12/23/2023 6 a.m. EST,2416,12,1639,1091,229,38883,13399,32672
PJM,12/23/2023 7 a.m. EST,2197,14,2834,1085,228,40085,13830,32665
PJM,12/23/2023 8 a.m. EST,1923,494,3805,1144,225,41125,14289,32677
PJM,12/23/2023 9 a.m. EST,1734,1409,2674,1194,226,41566,14622,32673
PJM,12/23/2023 10 a.m. EST,1786,1950,1574,1240,226,41660,14464,32649
PJM,12/23/2023 11 a.m. EST,1533,2152,1931,1238,223,41224,13919,32643
PJM,12/23/2023 12 p.m. EST,1282,1983,1941,1226,220,41197,13512,32648
PJM,12/23/2023 1 p.m. EST,1036,1777,1921,1172,219,40714,13304,32628
PJM,12/23/2023 2 p.m. EST,726,1429,1912,1168,221,40654,13292,32614
PJM,12/23/2023 3 p.m. EST,720,918,2028,1112,219,41082,13339,32620
PJM,12/23/2023 4 p.m. EST,830,159,3006,1049,217,41906,13318,32610
PJM,12/23/2023 5 p.m. EST,967,28,4676,1047,218,43341,13777,32602
PJM,12/23/2023 6 p.m. EST,1194,12,4123,1048,214,43169,14012,32609
PJM,12/23/2023 7 p.m. EST,1362,12,2950,1041,208,42824,14278,32606
PJM,12/23/2023 8 p.m. EST,1536,12,2812,1042,217,42560,14241,32598
PJM,12/23/2023 9 p.m. EST,1503,12,2096,1036,218,41570,13651,32565
PJM,12/23/2023 10 p.m. EST,1713,12,1606,1045,224,40384,13284,32456
PJM,12/23/2023 11 p.m. EST,1795,14,1594,1048,226,38629,13080,32172
PJM,12/24/2023 12 a.m. EST,3617,12,1605,1068,226,38562,13427,32680
PJM,12/24/2023 1 a.m. EST,1632,12,1492,1052,225,34878,11707,31926
PJM,12/24/2023 2 a.m. EST,1552,12,1491,1046,225,35221,11612,31724
PJM,12/24/2023 3 a.m. EST,1422,12,1493,1020,226,34723,11572,31712
PJM,12/24/2023 4 a.m. EST,1604,12,1484,1033,227,33711,11532,31639
PJM,12/24/2023 5 a.m. EST,1835,12,1507,1046,229,34262,11442,31552
PJM,12/24/2023 6 a.m. EST,1993,12,1513,1041,229,35305,11376,31428
PJM,12/24/2023 7 a.m. EST,2153,13,1702,1069,227,36078,11355,31440
PJM,12/24/2023 8 a.m. EST,2133,661,1946,1129,227,37237,11360,31458
PJM,12/24/2023 9 a.m. EST,2271,1701,1900,1214,226,37460,11580,31441
PJM,12/24/2023 10 a.m. EST,2316,2003,1501,1182,224,37735,11683,31444
PJM,12/24/2023 11 a.m. EST,2466,2175,1769,1218,226,36717,11547,31444
PJM,12/24/2023 12 p.m. EST,2744,2198,1782,1191,221,36276,11514,31430
PJM,12/24/2023 1 p.m. EST,2630,2165,1776,1184,219,36343,11206,31418
PJM,12/24/2023 2 p.m. EST,2281,2334,1757,1170,218,34491,10664,31416
PJM,12/24/2023 3 p.m. EST,2515,1661,2184,1121,217,34455,10620,31625
PJM,12/24/2023 4 p.m. EST,3164,360,2696,1051,217,35850,10700,31599
PJM,12/24/2023 5 p.m. EST,4025,12,4731,1050,216,36881,10876,31616
PJM,12/24/2023 6 p.m. EST,5170,12,3936,1030,213,35597,10546,31604
PJM,12/24/2023 7 p.m. EST,6075,12,3478,1005,214,34172,10434,31624
PJM,12/24/2023 8 p.m. EST,6302,12,3305,992,217,34215,10320,31610
PJM,12/24/2023 9 p.m. EST,6622,12,1888,1021,220,35418,10374,31626
PJM,12/24/2023 10 p.m. EST,6463,12,1411,1029,223,34331,10299,31634
PJM,12/24/2023 11 p.m. EST,6324,12,1756,1053,225,33045,10342,31634
PJM,12/25/2023 12 a.m. EST,1726,14,1484,1055,226,36033,12231,31892
PJM,12/25/2023 1 a.m. EST,6307,12,1210,686,224,31426,10279,31650
PJM,12/25/2023 2 a.m. EST,6416,12,1210,694,225,29851,10278,31620
PJM,12/25/2023 3 a.m. EST,6008,12,1223,689,226,30062,10318,31506
PJM,12/25/2023 4 a.m. EST,6018,12,1210,682,228,30630,10270,31648
PJM,12/25/2023 5 a.m. EST,5965,12,1202,677,230,31126,10338,31628
PJM,12/25/2023 6 a.m. EST,6476,14,1442,671,229,31907,10278,31635
PJM,12/25/2023 7 a.m. EST,6704,13,1806,672,228,33246,10362,31647
PJM,12/25/2023 8 a.m. EST,6990,621,1757,716,226,33809,10492,31676
PJM,12/25/2023 9 a.m. EST,7207,1791,1527,823,225,33320,10563,31723
PJM,12/25/2023 10 a.m. EST,7320,2503,1341,805,225,33483,10642,31770
PJM,12/25/2023 11 a.m. EST,7231,2522,1622,810,224,32140,10585,31756
PJM,12/25/2023 12 p.m. EST,7308,2562,1526,850,219,31155,10588,31748
PJM,12/25/2023 1 p.m. EST,7436,2257,1566,815,222,31160,10596,31742
PJM,12/25/2023 2 p.m. EST,7617,1615,1595,821,220,30319,10510,31732
PJM,12/25/2023 3 p.m. EST,7924,654,1926,689,219,30806,10496,31736
PJM,12/25/2023 4 p.m. EST,8088,98,2467,858,218,31545,10164,31738
PJM,12/25/2023 5 p.m. EST,8382,19,3669,1002,215,32132,10236,31726
PJM,12/25/2023 6 p.m. EST,8502,12,3811,994,214,31310,10333,31728
PJM,12/25/2023 7 p.m. EST,8661,12,2976,978,214,32321,10402,31737
PJM,12/25/2023 8 p.m. EST,8770,12,2603,960,215,32906,10412,31737
PJM,12/25/2023 9 p.m. EST,8779,12,1656,942,219,32889,10442,31759
PJM,12/25/2023 10 p.m. EST,8566,14,1264,938,217,31767,10396,31747
PJM,12/25/2023 11 p.m. EST,7933,12,1203,866,215,30202,10382,31755
PJM,12/26/2023 12 a.m. EST,6404,12,1220,712,225,32786,10372,31642
PJM,12/26/2023 1 a.m. EST,6071,12,1244,916,216,28034,10433,31768
PJM,12/26/2023 2 a.m. EST,4756,12,1263,902,217,27578,10433,31926
PJM,12/26/2023 3 a.m. EST,3996,12,1237,942,217,28389,10452,31930
PJM,12/26/2023 4 a.m. EST,3492,12,1223,943,218,28736,10461,31957
PJM,12/26/2023 5 a.m. EST,2921,12,1338,941,216,30494,10524,32021
PJM,12/26/2023 6 a.m. EST,2521,12,1580,955,214,33656,10526,32036
PJM,12/26/2023 7 a.m. EST,2539,12,1829,971,214,36931,10672,32160
PJM,12/26/2023 8 a.m. EST,2469,168,2010,975,214,39952,11084,32295
PJM,12/26/2023 9 a.m. EST,2368,566,1683,994,218,41786,11438,32392
PJM,12/26/2023 10 a.m. EST,2278,906,1380,1022,215,41929,11576,32406
PJM,12/26/2023 11 a.m. EST,2555,1086,1731,1016,216,42051,11850,32406
PJM,12/26/2023 12 p.m. EST,3177,1578,1694,1057,220,41082,11669,32386
PJM,12/26/2023 1 p.m. EST,3724,1158,1953,1052,219,41497,11600,32358
PJM,12/26/2023 2 p.m. EST,3342,824,1584,1014,220,42316,11950,32484
PJM,12/26/2023 3 p.m. EST,3251,516,1887,1026,216,41411,11984,32588
PJM,12/26/2023 4 p.m. EST,2829,92,3010,1036,216,42421,12201,32644
PJM,12/26/2023 5 p.m. EST,2243,12,5181,1060,215,43817,12761,32744
PJM,12/26/2023 6 p.m. EST,2130,12,4721,1046,246,43729,12945,32772
PJM,12/26/2023 7 p.m. EST,2289,12,4263,1035,213,43326,12972,32793
PJM,12/26/2023 8 p.m. EST,2463,12,3354,1040,215,42125,12592,32674
PJM,12/26/2023 9 p.m. EST,2470,12,1810,1032,223,41982,12402,32624
PJM,12/26/2023 10 p.m. EST,2613,12,1370,1040,217,40187,12174,32486
PJM,12/26/2023 11 p.m. EST,2492,12,1329,1006,216,39881,12158,32401
PJM,12/27/2023 12 a.m. EST,6722,12,1212,881,216,28937,10424,31761
PJM,12/27/2023 1 a.m. EST,2640,12,1112,998,217,36736,11925,32130
PJM,12/27/2023 2 a.m. EST,2595,12,1151,989,222,35593,11807,32046
PJM,12/27/2023 3 a.m. EST,2614,12,1298,978,220,35303,11829,31968
PJM,12/27/2023 4 a.m. EST,2828,12,1293,989,222,36187,11642,31740
PJM,12/27/2023 5 a.m. EST,3152,12,1278,962,221,36648,11397,31737
PJM,12/27/2023 6 a.m. EST,3842,12,2173,958,222,38747,11464,31723
PJM,12/27/2023 7 a.m. EST,4352,13,2381,942,222,41134,11652,31703
PJM,12/27/2023 8 a.m. EST,4706,77,2617,943,222,42628,12158,31712
PJM,12/27/2023 9 a.m. EST,4555,377,2617,946,224,43816,12178,31702
PJM,12/27/2023 10 a.m. EST,3979,848,2384,969,239,43988,12642,31499
PJM,12/27/2023 11 a.m. EST,3535,1123,2107,986,224,43851,13175,31608
PJM,12/27/2023 12 p.m. EST,3288,1226,1982,1004,218,43305,13262,31635
PJM,12/27/2023 1 p.m. EST,3488,1046,1837,959,221,43041,13535,31641
PJM,12/27/2023 2 p.m. EST,3606,874,1740,952,234,42196,13209,31790
PJM,12/27/2023 3 p.m. EST,3692,709,2187,963,219,41564,12731,31814
PJM,12/27/2023 4 p.m. EST,3558,182,3809,954,218,42715,12767,31828
PJM,12/27/2023 5 p.m. EST,4124,12,5325,953,221,42997,12946,31846
PJM,12/27/2023 6 p.m. EST,4247,12,5022,946,219,43807,13501,31842
PJM,12/27/2023 7 p.m. EST,4077,12,3915,947,216,43460,13405,31848
PJM,12/27/2023 8 p.m. EST,4021,12,3220,935,217,43297,13217,31833
PJM,12/27/2023 9 p.m. EST,4034,12,2018,924,222,42222,12830,31837
PJM,12/27/2023 10 p.m. EST,3578,12,1372,936,225,41082,12526,31834
PJM,12/27/2023 11 p.m. EST,3447,12,1343,936,225,39478,12689,31847
