datetime_beginning_utc,Timestamp_hr_ending_FIRST,nerc_region,mkt_region,zone,load_area,Demand_MWh,is_verified
12/13/2023 20:00,12/13/2023 15:00,RTO,RTO,RTO,RTO,93339.653,FALSE
12/13/2023 21:00,12/13/2023 16:00,RTO,RTO,RTO,RTO,97224.694,FALSE
12/13/2023 22:00,12/13/2023 17:00,RTO,RTO,RTO,RTO,103777.543,FALSE
12/13/2023 23:00,12/13/2023 18:00,RTO,RTO,RTO,RTO,105812.388,FALSE
12/14/2023 0:00,12/13/2023 19:00,RTO,RTO,RTO,RTO,105727.71,FALSE
12/14/2023 1:00,12/13/2023 20:00,RTO,RTO,RTO,RTO,105419.516,FALSE
12/14/2023 2:00,12/13/2023 21:00,RTO,RTO,RTO,RTO,103158.089,FALSE
12/14/2023 3:00,12/13/2023 22:00,RTO,RTO,RTO,RTO,99030.92,FALSE
12/14/2023 4:00,12/13/2023 23:00,RTO,RTO,RTO,RTO,95068.837,FALSE
12/14/2023 5:00,12/14/2023 0:00,RTO,RTO,RTO,RTO,92459.337,FALSE
12/14/2023 6:00,12/14/2023 1:00,RTO,RTO,RTO,RTO,91322.864,FALSE
12/14/2023 7:00,12/14/2023 2:00,RTO,RTO,RTO,RTO,91097.079,FALSE
12/14/2023 8:00,12/14/2023 3:00,RTO,RTO,RTO,RTO,91888.284,FALSE
12/14/2023 9:00,12/14/2023 4:00,RTO,RTO,RTO,RTO,94241.245,FALSE
12/14/2023 10:00,12/14/2023 5:00,RTO,RTO,RTO,RTO,99384.67,FALSE
12/14/2023 11:00,12/14/2023 6:00,RTO,RTO,RTO,RTO,107449.997,FALSE
12/14/2023 12:00,12/14/2023 7:00,RTO,RTO,RTO,RTO,112368.985,FALSE
12/14/2023 13:00,12/14/2023 8:00,RTO,RTO,RTO,RTO,111120.586,FALSE
12/14/2023 14:00,12/14/2023 9:00,RTO,RTO,RTO,RTO,105566.486,FALSE
12/14/2023 15:00,12/14/2023 10:00,RTO,RTO,RTO,RTO,100646.636,FALSE
12/14/2023 16:00,12/14/2023 11:00,RTO,RTO,RTO,RTO,97222.482,FALSE
12/14/2023 17:00,12/14/2023 12:00,RTO,RTO,RTO,RTO,94712.961,FALSE
12/14/2023 18:00,12/14/2023 13:00,RTO,RTO,RTO,RTO,93011.87,FALSE
12/14/2023 19:00,12/14/2023 14:00,RTO,RTO,RTO,RTO,92332.277,FALSE
12/14/2023 20:00,12/14/2023 15:00,RTO,RTO,RTO,RTO,93415.591,FALSE
12/14/2023 21:00,12/14/2023 16:00,RTO,RTO,RTO,RTO,97313.672,FALSE
12/14/2023 22:00,12/14/2023 17:00,RTO,RTO,RTO,RTO,103824.593,FALSE
12/14/2023 23:00,12/14/2023 18:00,RTO,RTO,RTO,RTO,105623.558,FALSE
12/15/2023 0:00,12/14/2023 19:00,RTO,RTO,RTO,RTO,105831.112,FALSE
12/15/2023 1:00,12/14/2023 20:00,RTO,RTO,RTO,RTO,105282.354,FALSE
12/15/2023 2:00,12/14/2023 21:00,RTO,RTO,RTO,RTO,103130.244,FALSE
12/15/2023 3:00,12/14/2023 22:00,RTO,RTO,RTO,RTO,99220.564,FALSE
12/15/2023 4:00,12/14/2023 23:00,RTO,RTO,RTO,RTO,94994.254,FALSE
12/15/2023 5:00,12/15/2023 0:00,RTO,RTO,RTO,RTO,92099.464,FALSE
12/15/2023 6:00,12/15/2023 1:00,RTO,RTO,RTO,RTO,90652.114,FALSE
12/15/2023 7:00,12/15/2023 2:00,RTO,RTO,RTO,RTO,90209.511,FALSE
12/15/2023 8:00,12/15/2023 3:00,RTO,RTO,RTO,RTO,90625.817,FALSE
12/15/2023 9:00,12/15/2023 4:00,RTO,RTO,RTO,RTO,92642.486,FALSE
12/15/2023 10:00,12/15/2023 5:00,RTO,RTO,RTO,RTO,97177.441,FALSE
12/15/2023 11:00,12/15/2023 6:00,RTO,RTO,RTO,RTO,104309.229,FALSE
12/15/2023 12:00,12/15/2023 7:00,RTO,RTO,RTO,RTO,108830.328,FALSE
12/15/2023 13:00,12/15/2023 8:00,RTO,RTO,RTO,RTO,107192.68,FALSE
12/15/2023 14:00,12/15/2023 9:00,RTO,RTO,RTO,RTO,101923.771,FALSE
12/15/2023 15:00,12/15/2023 10:00,RTO,RTO,RTO,RTO,97103.086,FALSE
12/15/2023 16:00,12/15/2023 11:00,RTO,RTO,RTO,RTO,93001.542,FALSE
12/15/2023 17:00,12/15/2023 12:00,RTO,RTO,RTO,RTO,90109.444,FALSE
12/15/2023 18:00,12/15/2023 13:00,RTO,RTO,RTO,RTO,88185.099,FALSE
12/15/2023 19:00,12/15/2023 14:00,RTO,RTO,RTO,RTO,87344.093,FALSE
12/15/2023 20:00,12/15/2023 15:00,RTO,RTO,RTO,RTO,87691.02,FALSE
12/15/2023 21:00,12/15/2023 16:00,RTO,RTO,RTO,RTO,90685.856,FALSE
12/15/2023 22:00,12/15/2023 17:00,RTO,RTO,RTO,RTO,96210.34,FALSE
12/15/2023 23:00,12/15/2023 18:00,RTO,RTO,RTO,RTO,97109.577,FALSE
12/16/2023 0:00,12/15/2023 19:00,RTO,RTO,RTO,RTO,96717.89,FALSE
12/16/2023 1:00,12/15/2023 20:00,RTO,RTO,RTO,RTO,96170.137,FALSE
12/16/2023 2:00,12/15/2023 21:00,RTO,RTO,RTO,RTO,94700.7,FALSE
12/16/2023 3:00,12/15/2023 22:00,RTO,RTO,RTO,RTO,91877.513,FALSE
12/16/2023 4:00,12/15/2023 23:00,RTO,RTO,RTO,RTO,88204.406,FALSE
12/16/2023 5:00,12/16/2023 0:00,RTO,RTO,RTO,RTO,85531.638,FALSE
12/16/2023 6:00,12/16/2023 1:00,RTO,RTO,RTO,RTO,84033.126,FALSE
12/16/2023 7:00,12/16/2023 2:00,RTO,RTO,RTO,RTO,83372.622,FALSE
12/16/2023 8:00,12/16/2023 3:00,RTO,RTO,RTO,RTO,83394.409,FALSE
12/16/2023 9:00,12/16/2023 4:00,RTO,RTO,RTO,RTO,84388.944,FALSE
12/16/2023 10:00,12/16/2023 5:00,RTO,RTO,RTO,RTO,86816.616,FALSE
12/16/2023 11:00,12/16/2023 6:00,RTO,RTO,RTO,RTO,90293.664,FALSE
12/16/2023 12:00,12/16/2023 7:00,RTO,RTO,RTO,RTO,93609.196,FALSE
12/16/2023 13:00,12/16/2023 8:00,RTO,RTO,RTO,RTO,94770.685,FALSE
12/16/2023 14:00,12/16/2023 9:00,RTO,RTO,RTO,RTO,92449.476,FALSE
12/16/2023 15:00,12/16/2023 10:00,RTO,RTO,RTO,RTO,88956.145,FALSE
12/16/2023 16:00,12/16/2023 11:00,RTO,RTO,RTO,RTO,86108.869,FALSE
12/16/2023 17:00,12/16/2023 12:00,RTO,RTO,RTO,RTO,84180.983,FALSE
12/16/2023 18:00,12/16/2023 13:00,RTO,RTO,RTO,RTO,82883.396,FALSE
12/16/2023 19:00,12/16/2023 14:00,RTO,RTO,RTO,RTO,82420.645,FALSE
12/16/2023 20:00,12/16/2023 15:00,RTO,RTO,RTO,RTO,83486.512,FALSE
12/16/2023 21:00,12/16/2023 16:00,RTO,RTO,RTO,RTO,86515.425,FALSE
12/16/2023 22:00,12/16/2023 17:00,RTO,RTO,RTO,RTO,91403.033,FALSE
12/16/2023 23:00,12/16/2023 18:00,RTO,RTO,RTO,RTO,91819.095,FALSE
12/17/2023 0:00,12/16/2023 19:00,RTO,RTO,RTO,RTO,91209.303,FALSE
12/17/2023 1:00,12/16/2023 20:00,RTO,RTO,RTO,RTO,90352.655,FALSE
12/17/2023 2:00,12/16/2023 21:00,RTO,RTO,RTO,RTO,88496.002,FALSE
12/17/2023 3:00,12/16/2023 22:00,RTO,RTO,RTO,RTO,85658.254,FALSE
12/17/2023 4:00,12/16/2023 23:00,RTO,RTO,RTO,RTO,82232.252,FALSE
12/17/2023 5:00,12/17/2023 0:00,RTO,RTO,RTO,RTO,79041.551,FALSE
12/17/2023 6:00,12/17/2023 1:00,RTO,RTO,RTO,RTO,76794.492,FALSE
12/17/2023 7:00,12/17/2023 2:00,RTO,RTO,RTO,RTO,75418.171,FALSE
12/17/2023 8:00,12/17/2023 3:00,RTO,RTO,RTO,RTO,74690.497,FALSE
12/17/2023 9:00,12/17/2023 4:00,RTO,RTO,RTO,RTO,74700.292,FALSE
12/17/2023 10:00,12/17/2023 5:00,RTO,RTO,RTO,RTO,75595.647,FALSE
12/17/2023 11:00,12/17/2023 6:00,RTO,RTO,RTO,RTO,77640.611,FALSE
12/17/2023 12:00,12/17/2023 7:00,RTO,RTO,RTO,RTO,80303.197,FALSE
12/17/2023 13:00,12/17/2023 8:00,RTO,RTO,RTO,RTO,82975.163,FALSE
12/17/2023 14:00,12/17/2023 9:00,RTO,RTO,RTO,RTO,84975.322,FALSE
12/17/2023 15:00,12/17/2023 10:00,RTO,RTO,RTO,RTO,86135.475,FALSE
12/17/2023 16:00,12/17/2023 11:00,RTO,RTO,RTO,RTO,86504.673,FALSE
12/17/2023 17:00,12/17/2023 12:00,RTO,RTO,RTO,RTO,87071.984,FALSE
12/17/2023 18:00,12/17/2023 13:00,RTO,RTO,RTO,RTO,86925.332,FALSE
12/17/2023 19:00,12/17/2023 14:00,RTO,RTO,RTO,RTO,86966.12,FALSE
12/17/2023 20:00,12/17/2023 15:00,RTO,RTO,RTO,RTO,87377.049,FALSE
12/17/2023 21:00,12/17/2023 16:00,RTO,RTO,RTO,RTO,89726.833,FALSE
12/17/2023 22:00,12/17/2023 17:00,RTO,RTO,RTO,RTO,93185.313,FALSE
12/17/2023 23:00,12/17/2023 18:00,RTO,RTO,RTO,RTO,93221.358,FALSE
12/18/2023 0:00,12/17/2023 19:00,RTO,RTO,RTO,RTO,92525.283,FALSE
12/18/2023 1:00,12/17/2023 20:00,RTO,RTO,RTO,RTO,90808.237,FALSE
12/18/2023 2:00,12/17/2023 21:00,RTO,RTO,RTO,RTO,87657.54,FALSE
12/18/2023 3:00,12/17/2023 22:00,RTO,RTO,RTO,RTO,83788.588,FALSE
12/18/2023 4:00,12/17/2023 23:00,RTO,RTO,RTO,RTO,79833.772,FALSE
12/18/2023 5:00,12/18/2023 0:00,RTO,RTO,RTO,RTO,76616.365,FALSE
12/18/2023 6:00,12/18/2023 1:00,RTO,RTO,RTO,RTO,74977.128,FALSE
12/18/2023 7:00,12/18/2023 2:00,RTO,RTO,RTO,RTO,74099.349,FALSE
12/18/2023 8:00,12/18/2023 3:00,RTO,RTO,RTO,RTO,74342.941,FALSE
12/18/2023 9:00,12/18/2023 4:00,RTO,RTO,RTO,RTO,75960.95,FALSE
12/18/2023 10:00,12/18/2023 5:00,RTO,RTO,RTO,RTO,80307.776,FALSE
12/18/2023 11:00,12/18/2023 6:00,RTO,RTO,RTO,RTO,87772.634,FALSE
12/18/2023 12:00,12/18/2023 7:00,RTO,RTO,RTO,RTO,93386.006,FALSE
12/18/2023 13:00,12/18/2023 8:00,RTO,RTO,RTO,RTO,95392.893,FALSE
12/18/2023 14:00,12/18/2023 9:00,RTO,RTO,RTO,RTO,95794.411,FALSE
12/18/2023 15:00,12/18/2023 10:00,RTO,RTO,RTO,RTO,95918.559,FALSE
12/18/2023 16:00,12/18/2023 11:00,RTO,RTO,RTO,RTO,95884.196,FALSE
12/18/2023 17:00,12/18/2023 12:00,RTO,RTO,RTO,RTO,95823.334,FALSE
12/18/2023 18:00,12/18/2023 13:00,RTO,RTO,RTO,RTO,95458.666,FALSE
12/18/2023 19:00,12/18/2023 14:00,RTO,RTO,RTO,RTO,95621.026,FALSE
12/18/2023 20:00,12/18/2023 15:00,RTO,RTO,RTO,RTO,96852.173,FALSE
12/18/2023 21:00,12/18/2023 16:00,RTO,RTO,RTO,RTO,100292.531,FALSE
12/18/2023 22:00,12/18/2023 17:00,RTO,RTO,RTO,RTO,105822.155,FALSE
12/18/2023 23:00,12/18/2023 18:00,RTO,RTO,RTO,RTO,106705.307,FALSE
12/19/2023 0:00,12/18/2023 19:00,RTO,RTO,RTO,RTO,106068.291,FALSE
12/19/2023 1:00,12/18/2023 20:00,RTO,RTO,RTO,RTO,104800.482,FALSE
12/19/2023 2:00,12/18/2023 21:00,RTO,RTO,RTO,RTO,101878.821,FALSE
12/19/2023 3:00,12/18/2023 22:00,RTO,RTO,RTO,RTO,97668.024,FALSE
12/19/2023 4:00,12/18/2023 23:00,RTO,RTO,RTO,RTO,93185.049,FALSE
12/19/2023 5:00,12/19/2023 0:00,RTO,RTO,RTO,RTO,90157.858,FALSE
12/19/2023 6:00,12/19/2023 1:00,RTO,RTO,RTO,RTO,88390.071,FALSE
12/19/2023 7:00,12/19/2023 2:00,RTO,RTO,RTO,RTO,87668.045,FALSE
12/19/2023 8:00,12/19/2023 3:00,RTO,RTO,RTO,RTO,88086.122,FALSE
12/19/2023 9:00,12/19/2023 4:00,RTO,RTO,RTO,RTO,90253.71,FALSE
12/19/2023 10:00,12/19/2023 5:00,RTO,RTO,RTO,RTO,95119.879,FALSE
12/19/2023 11:00,12/19/2023 6:00,RTO,RTO,RTO,RTO,102367.264,FALSE
12/19/2023 12:00,12/19/2023 7:00,RTO,RTO,RTO,RTO,107414.271,FALSE
12/19/2023 13:00,12/19/2023 8:00,RTO,RTO,RTO,RTO,107252.125,FALSE
12/19/2023 14:00,12/19/2023 9:00,RTO,RTO,RTO,RTO,104816.401,FALSE
12/19/2023 15:00,12/19/2023 10:00,RTO,RTO,RTO,RTO,103339.15,FALSE
12/19/2023 16:00,12/19/2023 11:00,RTO,RTO,RTO,RTO,102758.938,FALSE
12/19/2023 17:00,12/19/2023 12:00,RTO,RTO,RTO,RTO,101930.905,FALSE
12/19/2023 18:00,12/19/2023 13:00,RTO,RTO,RTO,RTO,101642.475,FALSE
12/19/2023 19:00,12/19/2023 14:00,RTO,RTO,RTO,RTO,100954.959,FALSE
12/19/2023 20:00,12/19/2023 15:00,RTO,RTO,RTO,RTO,101480.257,FALSE
12/19/2023 21:00,12/19/2023 16:00,RTO,RTO,RTO,RTO,105306.69,FALSE
12/19/2023 22:00,12/19/2023 17:00,RTO,RTO,RTO,RTO,111337.5,FALSE
12/19/2023 23:00,12/19/2023 18:00,RTO,RTO,RTO,RTO,112690.275,FALSE
12/20/2023 0:00,12/19/2023 19:00,RTO,RTO,RTO,RTO,112080.227,FALSE
12/20/2023 1:00,12/19/2023 20:00,RTO,RTO,RTO,RTO,111161.967,FALSE
12/20/2023 2:00,12/19/2023 21:00,RTO,RTO,RTO,RTO,108662.828,FALSE
12/20/2023 3:00,12/19/2023 22:00,RTO,RTO,RTO,RTO,104194.611,FALSE
12/20/2023 4:00,12/19/2023 23:00,RTO,RTO,RTO,RTO,99906.243,FALSE
12/20/2023 5:00,12/20/2023 0:00,RTO,RTO,RTO,RTO,96800.386,FALSE
12/20/2023 6:00,12/20/2023 1:00,RTO,RTO,RTO,RTO,95158.986,FALSE
12/20/2023 7:00,12/20/2023 2:00,RTO,RTO,RTO,RTO,94632.283,FALSE
12/20/2023 8:00,12/20/2023 3:00,RTO,RTO,RTO,RTO,95266.676,FALSE
12/20/2023 9:00,12/20/2023 4:00,RTO,RTO,RTO,RTO,97372.124,FALSE
12/20/2023 10:00,12/20/2023 5:00,RTO,RTO,RTO,RTO,102307.36,FALSE
12/20/2023 11:00,12/20/2023 6:00,RTO,RTO,RTO,RTO,109326.662,FALSE
12/20/2023 12:00,12/20/2023 7:00,RTO,RTO,RTO,RTO,114043.861,FALSE
12/20/2023 13:00,12/20/2023 8:00,RTO,RTO,RTO,RTO,112952.372,FALSE
12/20/2023 14:00,12/20/2023 9:00,RTO,RTO,RTO,RTO,107959.752,FALSE
12/20/2023 15:00,12/20/2023 10:00,RTO,RTO,RTO,RTO,103205.264,FALSE
12/20/2023 16:00,12/20/2023 11:00,RTO,RTO,RTO,RTO,99130.088,FALSE
12/20/2023 17:00,12/20/2023 12:00,RTO,RTO,RTO,RTO,96223.541,FALSE
12/20/2023 18:00,12/20/2023 13:00,RTO,RTO,RTO,RTO,94960.747,FALSE
12/20/2023 19:00,12/20/2023 14:00,RTO,RTO,RTO,RTO,94356.207,FALSE
12/20/2023 20:00,12/20/2023 15:00,RTO,RTO,RTO,RTO,95234.971,FALSE
12/20/2023 21:00,12/20/2023 16:00,RTO,RTO,RTO,RTO,98998.165,FALSE
12/20/2023 22:00,12/20/2023 17:00,RTO,RTO,RTO,RTO,105178.974,FALSE
12/20/2023 23:00,12/20/2023 18:00,RTO,RTO,RTO,RTO,106857.498,FALSE
12/21/2023 0:00,12/20/2023 19:00,RTO,RTO,RTO,RTO,106809.992,FALSE
12/21/2023 1:00,12/20/2023 20:00,RTO,RTO,RTO,RTO,106297.557,FALSE
12/21/2023 2:00,12/20/2023 21:00,RTO,RTO,RTO,RTO,103797.934,FALSE
12/21/2023 3:00,12/20/2023 22:00,RTO,RTO,RTO,RTO,99749.604,FALSE
12/21/2023 4:00,12/20/2023 23:00,RTO,RTO,RTO,RTO,95441.53,FALSE
12/21/2023 5:00,12/21/2023 0:00,RTO,RTO,RTO,RTO,92421.589,FALSE
12/21/2023 6:00,12/21/2023 1:00,RTO,RTO,RTO,RTO,90700.036,FALSE
12/21/2023 7:00,12/21/2023 2:00,RTO,RTO,RTO,RTO,89989.605,FALSE
12/21/2023 8:00,12/21/2023 3:00,RTO,RTO,RTO,RTO,90363.035,FALSE
12/21/2023 9:00,12/21/2023 4:00,RTO,RTO,RTO,RTO,92257.249,FALSE
12/21/2023 10:00,12/21/2023 5:00,RTO,RTO,RTO,RTO,96574.701,FALSE
12/21/2023 11:00,12/21/2023 6:00,RTO,RTO,RTO,RTO,103138.138,FALSE
12/21/2023 12:00,12/21/2023 7:00,RTO,RTO,RTO,RTO,107839.909,FALSE
12/21/2023 13:00,12/21/2023 8:00,RTO,RTO,RTO,RTO,107387.297,FALSE
12/21/2023 14:00,12/21/2023 9:00,RTO,RTO,RTO,RTO,104284.519,FALSE
12/21/2023 15:00,12/21/2023 10:00,RTO,RTO,RTO,RTO,100963.788,FALSE
12/21/2023 16:00,12/21/2023 11:00,RTO,RTO,RTO,RTO,98028.063,FALSE
12/21/2023 17:00,12/21/2023 12:00,RTO,RTO,RTO,RTO,95735.364,FALSE
12/21/2023 18:00,12/21/2023 13:00,RTO,RTO,RTO,RTO,94696.775,FALSE
12/21/2023 19:00,12/21/2023 14:00,RTO,RTO,RTO,RTO,94626.408,FALSE
12/21/2023 20:00,12/21/2023 15:00,RTO,RTO,RTO,RTO,95637.003,FALSE
12/21/2023 21:00,12/21/2023 16:00,RTO,RTO,RTO,RTO,98864.009,FALSE
12/21/2023 22:00,12/21/2023 17:00,RTO,RTO,RTO,RTO,103705.293,FALSE
12/21/2023 23:00,12/21/2023 18:00,RTO,RTO,RTO,RTO,104177.215,FALSE
12/22/2023 0:00,12/21/2023 19:00,RTO,RTO,RTO,RTO,103540.205,FALSE
12/22/2023 1:00,12/21/2023 20:00,RTO,RTO,RTO,RTO,102512.309,FALSE
12/22/2023 2:00,12/21/2023 21:00,RTO,RTO,RTO,RTO,100247.451,FALSE
12/22/2023 3:00,12/21/2023 22:00,RTO,RTO,RTO,RTO,96256.232,FALSE
12/22/2023 4:00,12/21/2023 23:00,RTO,RTO,RTO,RTO,91996.863,FALSE
12/22/2023 5:00,12/22/2023 0:00,RTO,RTO,RTO,RTO,88815.224,FALSE
12/22/2023 6:00,12/22/2023 1:00,RTO,RTO,RTO,RTO,86957.426,FALSE
12/22/2023 7:00,12/22/2023 2:00,RTO,RTO,RTO,RTO,86241.829,FALSE
12/22/2023 8:00,12/22/2023 3:00,RTO,RTO,RTO,RTO,86423.351,FALSE
12/22/2023 9:00,12/22/2023 4:00,RTO,RTO,RTO,RTO,88113.71,FALSE
12/22/2023 10:00,12/22/2023 5:00,RTO,RTO,RTO,RTO,91882.913,FALSE
12/22/2023 11:00,12/22/2023 6:00,RTO,RTO,RTO,RTO,97636.425,FALSE
12/22/2023 12:00,12/22/2023 7:00,RTO,RTO,RTO,RTO,102284.593,FALSE
12/22/2023 13:00,12/22/2023 8:00,RTO,RTO,RTO,RTO,103422.16,FALSE
12/22/2023 14:00,12/22/2023 9:00,RTO,RTO,RTO,RTO,102142.256,FALSE
12/22/2023 15:00,12/22/2023 10:00,RTO,RTO,RTO,RTO,99275.348,FALSE
12/22/2023 16:00,12/22/2023 11:00,RTO,RTO,RTO,RTO,96286.497,FALSE
12/22/2023 17:00,12/22/2023 12:00,RTO,RTO,RTO,RTO,93860.712,FALSE
12/22/2023 18:00,12/22/2023 13:00,RTO,RTO,RTO,RTO,92650.82,FALSE
12/22/2023 19:00,12/22/2023 14:00,RTO,RTO,RTO,RTO,92017.127,FALSE
12/22/2023 20:00,12/22/2023 15:00,RTO,RTO,RTO,RTO,92866.011,FALSE
12/22/2023 21:00,12/22/2023 16:00,RTO,RTO,RTO,RTO,95851.714,FALSE
12/22/2023 22:00,12/22/2023 17:00,RTO,RTO,RTO,RTO,100065.151,FALSE
12/22/2023 23:00,12/22/2023 18:00,RTO,RTO,RTO,RTO,99772.483,FALSE
12/23/2023 0:00,12/22/2023 19:00,RTO,RTO,RTO,RTO,98532.573,FALSE
12/23/2023 1:00,12/22/2023 20:00,RTO,RTO,RTO,RTO,97257.11,FALSE
12/23/2023 2:00,12/22/2023 21:00,RTO,RTO,RTO,RTO,95135.771,FALSE
12/23/2023 3:00,12/22/2023 22:00,RTO,RTO,RTO,RTO,91942.554,FALSE
12/23/2023 4:00,12/22/2023 23:00,RTO,RTO,RTO,RTO,88193.357,FALSE
12/23/2023 5:00,12/23/2023 0:00,RTO,RTO,RTO,RTO,84797.214,FALSE
12/23/2023 6:00,12/23/2023 1:00,RTO,RTO,RTO,RTO,82758.078,FALSE
12/23/2023 7:00,12/23/2023 2:00,RTO,RTO,RTO,RTO,81756.102,FALSE
12/23/2023 8:00,12/23/2023 3:00,RTO,RTO,RTO,RTO,81685.339,FALSE
12/23/2023 9:00,12/23/2023 4:00,RTO,RTO,RTO,RTO,82215.341,FALSE
12/23/2023 10:00,12/23/2023 5:00,RTO,RTO,RTO,RTO,83989.406,FALSE
12/23/2023 11:00,12/23/2023 6:00,RTO,RTO,RTO,RTO,86576.583,FALSE
12/23/2023 12:00,12/23/2023 7:00,RTO,RTO,RTO,RTO,89559.898,FALSE
12/23/2023 13:00,12/23/2023 8:00,RTO,RTO,RTO,RTO,91812.256,FALSE
12/23/2023 14:00,12/23/2023 9:00,RTO,RTO,RTO,RTO,91893.528,FALSE
12/23/2023 15:00,12/23/2023 10:00,RTO,RTO,RTO,RTO,90605.767,FALSE
12/23/2023 16:00,12/23/2023 11:00,RTO,RTO,RTO,RTO,89067.986,FALSE
12/23/2023 17:00,12/23/2023 12:00,RTO,RTO,RTO,RTO,87524.318,FALSE
12/23/2023 18:00,12/23/2023 13:00,RTO,RTO,RTO,RTO,86277.471,FALSE
12/23/2023 19:00,12/23/2023 14:00,RTO,RTO,RTO,RTO,85643.421,FALSE
12/23/2023 20:00,12/23/2023 15:00,RTO,RTO,RTO,RTO,86261.551,FALSE
12/23/2023 21:00,12/23/2023 16:00,RTO,RTO,RTO,RTO,88473.595,FALSE
12/23/2023 22:00,12/23/2023 17:00,RTO,RTO,RTO,RTO,92232.822,FALSE
12/23/2023 23:00,12/23/2023 18:00,RTO,RTO,RTO,RTO,92216.556,FALSE
12/24/2023 0:00,12/23/2023 19:00,RTO,RTO,RTO,RTO,91467.221,FALSE
12/24/2023 1:00,12/23/2023 20:00,RTO,RTO,RTO,RTO,90392.495,FALSE
12/24/2023 2:00,12/23/2023 21:00,RTO,RTO,RTO,RTO,88500.506,FALSE
12/24/2023 3:00,12/23/2023 22:00,RTO,RTO,RTO,RTO,85573.509,FALSE
12/24/2023 4:00,12/23/2023 23:00,RTO,RTO,RTO,RTO,81930.997,FALSE
12/24/2023 5:00,12/24/2023 0:00,RTO,RTO,RTO,RTO,78490.241,FALSE
12/24/2023 6:00,12/24/2023 1:00,RTO,RTO,RTO,RTO,76085.117,FALSE
12/24/2023 7:00,12/24/2023 2:00,RTO,RTO,RTO,RTO,74903.725,FALSE
12/24/2023 8:00,12/24/2023 3:00,RTO,RTO,RTO,RTO,74227.167,FALSE
12/24/2023 9:00,12/24/2023 4:00,RTO,RTO,RTO,RTO,74502.953,FALSE
12/24/2023 10:00,12/24/2023 5:00,RTO,RTO,RTO,RTO,75716.877,FALSE
12/24/2023 11:00,12/24/2023 6:00,RTO,RTO,RTO,RTO,77916.402,FALSE
12/24/2023 12:00,12/24/2023 7:00,RTO,RTO,RTO,RTO,80664.973,FALSE
12/24/2023 13:00,12/24/2023 8:00,RTO,RTO,RTO,RTO,82818.989,FALSE
12/24/2023 14:00,12/24/2023 9:00,RTO,RTO,RTO,RTO,83771.471,FALSE
12/24/2023 15:00,12/24/2023 10:00,RTO,RTO,RTO,RTO,83282.299,FALSE
12/24/2023 16:00,12/24/2023 11:00,RTO,RTO,RTO,RTO,82514.155,FALSE
12/24/2023 17:00,12/24/2023 12:00,RTO,RTO,RTO,RTO,81837.813,FALSE
12/24/2023 18:00,12/24/2023 13:00,RTO,RTO,RTO,RTO,80883.822,FALSE
12/24/2023 19:00,12/24/2023 14:00,RTO,RTO,RTO,RTO,80100.437,FALSE
12/24/2023 20:00,12/24/2023 15:00,RTO,RTO,RTO,RTO,80003.167,FALSE
12/24/2023 21:00,12/24/2023 16:00,RTO,RTO,RTO,RTO,81496.79,FALSE
12/24/2023 22:00,12/24/2023 17:00,RTO,RTO,RTO,RTO,84688.29,FALSE
12/24/2023 23:00,12/24/2023 18:00,RTO,RTO,RTO,RTO,84482.124,FALSE
12/25/2023 0:00,12/24/2023 19:00,RTO,RTO,RTO,RTO,83368.903,FALSE
12/25/2023 1:00,12/24/2023 20:00,RTO,RTO,RTO,RTO,82587.575,FALSE
12/25/2023 2:00,12/24/2023 21:00,RTO,RTO,RTO,RTO,81451.312,FALSE
12/25/2023 3:00,12/24/2023 22:00,RTO,RTO,RTO,RTO,79425.705,FALSE
12/25/2023 4:00,12/24/2023 23:00,RTO,RTO,RTO,RTO,76723.838,FALSE
12/25/2023 5:00,12/25/2023 0:00,RTO,RTO,RTO,RTO,74326.851,FALSE
12/25/2023 6:00,12/25/2023 1:00,RTO,RTO,RTO,RTO,72470.376,FALSE
12/25/2023 7:00,12/25/2023 2:00,RTO,RTO,RTO,RTO,71455.466,FALSE
12/25/2023 8:00,12/25/2023 3:00,RTO,RTO,RTO,RTO,71247.673,FALSE
12/25/2023 9:00,12/25/2023 4:00,RTO,RTO,RTO,RTO,71870.869,FALSE
12/25/2023 10:00,12/25/2023 5:00,RTO,RTO,RTO,RTO,73606.618,FALSE
12/25/2023 11:00,12/25/2023 6:00,RTO,RTO,RTO,RTO,76083.858,FALSE
12/25/2023 12:00,12/25/2023 7:00,RTO,RTO,RTO,RTO,78897.852,FALSE
12/25/2023 13:00,12/25/2023 8:00,RTO,RTO,RTO,RTO,80412.775,FALSE
12/25/2023 14:00,12/25/2023 9:00,RTO,RTO,RTO,RTO,80175.894,FALSE
12/25/2023 15:00,12/25/2023 10:00,RTO,RTO,RTO,RTO,78825.195,FALSE
12/25/2023 16:00,12/25/2023 11:00,RTO,RTO,RTO,RTO,77539.287,FALSE
12/25/2023 17:00,12/25/2023 12:00,RTO,RTO,RTO,RTO,76567.082,FALSE
12/25/2023 18:00,12/25/2023 13:00,RTO,RTO,RTO,RTO,75873.176,FALSE
12/25/2023 19:00,12/25/2023 14:00,RTO,RTO,RTO,RTO,75621.913,FALSE
12/25/2023 20:00,12/25/2023 15:00,RTO,RTO,RTO,RTO,76210.893,FALSE
12/25/2023 21:00,12/25/2023 16:00,RTO,RTO,RTO,RTO,78360.563,FALSE
