Region_Code,Timestamp_hr_ending,Wind_Generation_MWh,Solar_Generation_MWh,Hydro_Generation_MWh,Other_Generation_MWh,Petroleum_Generation_MWh,Natural_gas_Generation_MWh,Coal_Generation_MWh,Nuclear_Generation_MWh
PJM,7/14/2023 3 a.m. EDT,2063,4,402,1096,226,46036,15794,32107
PJM,7/14/2023 4 a.m. EDT,1950,4,390,1108,229,44979,14973,32126
PJM,7/14/2023 5 a.m. EDT,1729,4,427,1178,236,46995,14778,32137
PJM,7/14/2023 6 a.m. EDT,1356,6,452,1207,236,49070,15433,32152
PJM,7/14/2023 7 a.m. EDT,1273,398,462,1304,231,51239,17228,32172
PJM,7/14/2023 8 a.m. EDT,1194,1255,486,1495,229,54087,18783,32170
PJM,7/14/2023 9 a.m. EDT,563,1768,609,1784,399,58083,19340,32130
PJM,7/14/2023 10 a.m. EDT,850,2195,637,2279,611,61630,18892,32105
PJM,7/14/2023 11 a.m. EDT,1025,2724,1335,2528,602,64165,19647,32091
PJM,7/14/2023 12 p.m. EDT,952,3098,2515,2685,578,66830,21357,32077
PJM,7/14/2023 1 p.m. EDT,1170,3550,3912,2830,595,69802,22004,32034
PJM,7/14/2023 2 p.m. EDT,1195,3568,4066,2803,1091,70803,22224,32008
PJM,7/14/2023 3 p.m. EDT,1375,3560,4709,2864,1088,72357,22679,32022
PJM,7/14/2023 4 p.m. EDT,1273,3355,5595,2902,1147,73254,22817,31995
PJM,7/14/2023 5 p.m. EDT,1302,2530,5836,2778,1088,72947,23170,31974
PJM,7/14/2023 6 p.m. EDT,1844,2242,5437,2749,836,70338,22598,31985
PJM,7/14/2023 7 p.m. EDT,1231,1054,5320,2667,865,69132,22976,31987
PJM,7/14/2023 8 p.m. EDT,1679,94,3142,2566,807,67972,22592,32011
PJM,7/14/2023 9 p.m. EDT,1252,12,1654,2470,650,66433,22032,32022
PJM,7/14/2023 10 p.m. EDT,2275,12,801,1514,419,60815,20574,32040
PJM,7/14/2023 11 p.m. EDT,1792,4,616,1186,229,55589,20230,32043
PJM,7/15/2023 12 a.m. EDT,1602,4,410,1280,237,51224,21648,31809
PJM,7/15/2023 1 a.m. EDT,2753,4,584,1186,227,46891,16081,32192
PJM,7/15/2023 2 a.m. EDT,3646,4,581,1207,227,44539,14887,32288
PJM,7/15/2023 3 a.m. EDT,2593,4,622,1195,227,43846,13712,32331
PJM,7/15/2023 4 a.m. EDT,1546,4,537,1187,231,43587,13565,32445
PJM,7/15/2023 5 a.m. EDT,644,4,495,1191,236,43913,13606,32537
PJM,7/15/2023 6 a.m. EDT,478,22,498,1203,238,43470,13553,32550
PJM,7/15/2023 7 a.m. EDT,558,602,457,1236,234,45158,13693,32581
PJM,7/15/2023 8 a.m. EDT,572,1579,656,1281,229,48282,13918,32589
PJM,7/15/2023 9 a.m. EDT,548,2387,706,1339,232,52040,15929,32612
PJM,7/15/2023 10 a.m. EDT,599,2590,795,1685,242,54310,16835,32609
PJM,7/15/2023 11 a.m. EDT,700,2797,1140,1856,437,57632,18065,32543
PJM,7/15/2023 12 p.m. EDT,831,3011,2233,2126,519,60253,19576,32450
PJM,7/15/2023 1 p.m. EDT,959,2883,3222,2245,504,61187,20016,32431
PJM,7/15/2023 2 p.m. EDT,1248,2714,3925,2447,558,61794,20520,32436
PJM,7/15/2023 3 p.m. EDT,1629,2754,4658,2495,557,61383,20094,32440
PJM,7/15/2023 4 p.m. EDT,1987,2086,5361,2481,558,61632,19924,32492
PJM,7/15/2023 5 p.m. EDT,1679,2315,5697,2490,576,61829,19235,32491
PJM,7/15/2023 6 p.m. EDT,1845,1646,5149,2479,561,61674,19214,32489
PJM,7/15/2023 7 p.m. EDT,2159,602,5254,2209,582,59632,19218,32498
PJM,7/15/2023 8 p.m. EDT,2270,76,4450,1991,482,59425,18777,32515
PJM,7/15/2023 9 p.m. EDT,1739,9,2643,1820,416,58446,18380,32565
PJM,7/15/2023 10 p.m. EDT,2074,8,740,1212,221,55882,17908,32572
PJM,7/15/2023 11 p.m. EDT,2250,5,579,1214,221,52459,17077,32564
PJM,7/16/2023 12 a.m. EDT,2147,4,516,1175,229,50930,18479,32099
PJM,7/16/2023 1 a.m. EDT,2192,4,537,1218,224,46143,14878,32570
PJM,7/16/2023 2 a.m. EDT,1803,4,542,1055,224,45572,14691,32566
PJM,7/16/2023 3 a.m. EDT,1575,4,609,1056,217,43974,14250,32594
PJM,7/16/2023 4 a.m. EDT,2024,4,611,1056,222,41784,14149,32621
PJM,7/16/2023 5 a.m. EDT,1922,4,628,1054,224,41109,14023,32625
PJM,7/16/2023 6 a.m. EDT,1652,9,587,1221,224,40690,13988,32658
PJM,7/16/2023 7 a.m. EDT,1361,311,552,1221,221,42091,13989,32665
PJM,7/16/2023 8 a.m. EDT,956,887,595,1290,221,44342,13915,32655
PJM,7/16/2023 9 a.m. EDT,697,1580,750,1335,217,46553,14143,32644
PJM,7/16/2023 10 a.m. EDT,470,2142,711,1615,397,49721,14759,32659
PJM,7/16/2023 11 a.m. EDT,728,2498,895,1616,558,51496,15208,32637
PJM,7/16/2023 12 p.m. EDT,1225,2663,824,1589,548,53756,15581,32624
PJM,7/16/2023 1 p.m. EDT,2056,2625,1143,1758,568,55657,16722,32571
PJM,7/16/2023 2 p.m. EDT,2901,2803,1713,1883,565,56050,17148,32571
PJM,7/16/2023 3 p.m. EDT,3289,2848,4353,1850,543,55265,16753,32557
PJM,7/16/2023 4 p.m. EDT,3077,2930,5099,1820,601,56015,18000,32536
PJM,7/16/2023 5 p.m. EDT,2558,2759,5328,1875,441,57575,18716,32524
PJM,7/16/2023 6 p.m. EDT,2241,1961,5346,1868,440,57728,19842,32512
PJM,7/16/2023 7 p.m. EDT,1729,617,5628,1772,438,57731,20421,32498
PJM,7/16/2023 8 p.m. EDT,1736,24,4560,1862,436,57239,19436,32512
PJM,7/16/2023 9 p.m. EDT,1898,8,3096,1887,386,56679,17885,32534
PJM,7/16/2023 10 p.m. EDT,2389,8,583,1491,212,54663,17333,32545
PJM,7/16/2023 11 p.m. EDT,3260,8,601,1221,215,48497,16527,32586
PJM,7/17/2023 12 a.m. EDT,2093,4,575,1211,225,48927,15967,32563
PJM,7/17/2023 1 a.m. EDT,3716,8,578,1211,215,41329,14554,32592
PJM,7/17/2023 2 a.m. EDT,3906,9,651,1203,215,40156,14416,32609
PJM,7/17/2023 3 a.m. EDT,3444,8,671,1212,215,38362,14696,32629
PJM,7/17/2023 4 a.m. EDT,2961,8,702,1208,218,38635,14957,32651
PJM,7/17/2023 5 a.m. EDT,2828,8,694,1212,220,39904,15126,32651
PJM,7/17/2023 6 a.m. EDT,2234,39,580,1194,223,43298,15246,32675
PJM,7/17/2023 7 a.m. EDT,1646,668,567,1255,220,47253,15583,32696
PJM,7/17/2023 8 a.m. EDT,1334,1704,615,1501,218,49982,16230,32670
PJM,7/17/2023 9 a.m. EDT,876,2517,618,1675,249,53641,17427,32654
PJM,7/17/2023 10 a.m. EDT,806,3278,612,2368,313,56088,17684,32656
PJM,7/17/2023 11 a.m. EDT,818,3713,1224,2392,688,59712,18972,32620
PJM,7/17/2023 12 p.m. EDT,1031,3779,1621,2434,831,60914,20752,32592
PJM,7/17/2023 1 p.m. EDT,1303,3684,3345,2360,917,62441,21746,32574
PJM,7/17/2023 2 p.m. EDT,1505,3613,4923,2666,1080,62561,23091,32504
PJM,7/17/2023 3 p.m. EDT,1664,3539,5490,2805,1082,63615,23312,32505
PJM,7/17/2023 4 p.m. EDT,1680,3106,6183,2625,989,64419,23212,32504
PJM,7/17/2023 5 p.m. EDT,1647,2478,6019,2624,1022,64492,24181,32484
PJM,7/17/2023 6 p.m. EDT,1720,1348,5938,2762,1246,64378,24231,32493
PJM,7/17/2023 7 p.m. EDT,1491,360,5559,2680,1307,63608,23842,32485
PJM,7/17/2023 8 p.m. EDT,920,16,3771,2602,976,62330,23369,32506
PJM,7/17/2023 9 p.m. EDT,790,5,2563,2454,755,60187,21364,32509
PJM,7/17/2023 10 p.m. EDT,899,8,531,1701,608,57213,19974,32531
PJM,7/17/2023 11 p.m. EDT,1073,14,512,1574,274,53101,18541,32551
PJM,7/18/2023 12 a.m. EDT,3761,8,567,1229,216,43749,15399,32582
PJM,7/18/2023 1 a.m. EDT,1213,5,583,1239,216,45743,16505,32594
PJM,7/18/2023 2 a.m. EDT,1476,5,522,1233,213,44145,16348,32595
PJM,7/18/2023 3 a.m. EDT,1602,5,568,1224,214,40996,16229,32621
PJM,7/18/2023 4 a.m. EDT,1014,5,586,1230,216,41072,16196,32629
PJM,7/18/2023 5 a.m. EDT,912,5,618,1239,222,42124,16214,32652
PJM,7/18/2023 6 a.m. EDT,777,15,664,1228,225,44922,16202,32653
PJM,7/18/2023 7 a.m. EDT,880,593,686,1272,226,46733,16558,32655
PJM,7/18/2023 8 a.m. EDT,897,1879,728,1387,222,48284,16777,32639
PJM,7/18/2023 9 a.m. EDT,924,2904,735,1503,288,52016,17430,32624
PJM,7/18/2023 10 a.m. EDT,679,3462,716,2337,302,55708,18258,32614
PJM,7/18/2023 11 a.m. EDT,587,3689,1035,2447,917,57856,19466,32577
PJM,7/18/2023 12 p.m. EDT,525,4035,1166,2776,617,59539,20458,32565
PJM,7/18/2023 1 p.m. EDT,658,4140,2467,2798,584,60650,21078,32535
PJM,7/18/2023 2 p.m. EDT,724,4000,4697,2792,773,61825,22314,32519
PJM,7/18/2023 3 p.m. EDT,774,3811,4448,2610,968,63415,23225,32045
PJM,7/18/2023 4 p.m. EDT,812,3515,5763,2570,878,63571,23682,31942
PJM,7/18/2023 5 p.m. EDT,766,2733,6297,2569,1006,64170,24360,31912
PJM,7/18/2023 6 p.m. EDT,537,1854,5838,2502,1215,63801,25203,31911
PJM,7/18/2023 7 p.m. EDT,225,640,5574,2360,1023,63095,24917,31965
PJM,7/18/2023 8 p.m. EDT,238,86,4161,2122,810,61892,24360,32127
PJM,7/18/2023 9 p.m. EDT,640,14,2102,1851,721,60750,22950,32142
PJM,7/18/2023 10 p.m. EDT,822,6,775,1375,215,56959,21047,32145
PJM,7/18/2023 11 p.m. EDT,1015,8,867,1370,216,52451,19824,32162
PJM,7/19/2023 12 a.m. EDT,1112,7,503,1347,217,49433,17269,32577
PJM,7/19/2023 1 a.m. EDT,766,4,618,1060,218,46932,17201,32214
PJM,7/19/2023 2 a.m. EDT,685,4,619,1048,218,44958,16711,32231
PJM,7/19/2023 3 a.m. EDT,722,4,633,1024,221,43519,16519,32236
PJM,7/19/2023 4 a.m. EDT,638,4,675,1038,225,43350,16425,32245
PJM,7/19/2023 5 a.m. EDT,553,4,710,1029,226,44608,16647,32264
PJM,7/19/2023 6 a.m. EDT,782,29,711,1045,221,47118,17040,32292
PJM,7/19/2023 7 a.m. EDT,828,494,710,1089,224,48629,17087,32315
PJM,7/19/2023 8 a.m. EDT,809,885,669,1136,236,50568,17537,32324
PJM,7/19/2023 9 a.m. EDT,526,1292,799,1134,321,52941,18836,32296
PJM,7/19/2023 10 a.m. EDT,427,1896,875,1650,330,54857,19806,32264
PJM,7/19/2023 11 a.m. EDT,513,2242,1252,1730,499,56388,20323,32258
PJM,7/19/2023 12 p.m. EDT,766,2139,1969,2031,462,57949,22124,32238
PJM,7/19/2023 1 p.m. EDT,671,2588,2214,2144,440,60086,22517,32221
PJM,7/19/2023 2 p.m. EDT,728,2635,4184,2211,437,61541,22967,32206
PJM,7/19/2023 3 p.m. EDT,683,2862,5428,2202,495,62760,23139,32178
PJM,7/19/2023 4 p.m. EDT,588,2607,5980,2478,437,64581,23315,32177
PJM,7/19/2023 5 p.m. EDT,487,2525,6176,2678,435,65750,24546,32158
PJM,7/19/2023 6 p.m. EDT,509,1580,6259,2630,435,65772,25287,32148
PJM,7/19/2023 7 p.m. EDT,420,672,5253,2403,437,64326,25443,32145
PJM,7/19/2023 8 p.m. EDT,288,69,4516,2109,438,62755,24953,32142
PJM,7/19/2023 9 p.m. EDT,344,11,3210,1916,431,61046,24613,32155
PJM,7/19/2023 10 p.m. EDT,458,9,877,1270,212,57081,23603,32150
PJM,7/19/2023 11 p.m. EDT,472,4,600,1216,214,52010,23452,32193
PJM,7/20/2023 12 a.m. EDT,942,4,623,1116,219,48764,17995,32190
PJM,7/20/2023 1 a.m. EDT,673,4,560,1026,216,45830,18317,32379
PJM,7/20/2023 2 a.m. EDT,901,4,526,1029,223,45142,17324,32398
PJM,7/20/2023 3 a.m. EDT,1040,4,527,1043,225,42774,16852,32422
PJM,7/20/2023 4 a.m. EDT,1325,4,518,1031,229,42662,16620,32444
PJM,7/20/2023 5 a.m. EDT,1441,4,640,1007,233,43028,16892,32470
PJM,7/20/2023 6 a.m. EDT,1361,28,772,1026,233,46173,17157,32459
PJM,7/20/2023 7 a.m. EDT,1580,853,682,1153,230,47791,18080,32483
PJM,7/20/2023 8 a.m. EDT,1291,2365,690,1342,295,50494,19053,32483
PJM,7/20/2023 9 a.m. EDT,1115,3273,970,1513,347,53292,20942,32448
PJM,7/20/2023 10 a.m. EDT,1217,3176,877,2072,478,57141,21042,32384
PJM,7/20/2023 11 a.m. EDT,1691,3329,1586,2444,464,60427,22791,32353
PJM,7/20/2023 12 p.m. EDT,1970,3480,1871,2457,455,62693,24227,32316
PJM,7/20/2023 1 p.m. EDT,2775,3481,4945,2698,498,63651,24887,32272
PJM,7/20/2023 2 p.m. EDT,3692,3246,5126,3012,487,65332,25432,32266
PJM,7/20/2023 3 p.m. EDT,4573,3587,5276,3296,501,64612,25610,32254
PJM,7/20/2023 4 p.m. EDT,5170,2927,5361,3254,449,65875,25310,32240
PJM,7/20/2023 5 p.m. EDT,5730,2538,5208,3327,451,65270,25574,32261
PJM,7/20/2023 6 p.m. EDT,5952,1472,5300,3054,533,64308,25625,32269
PJM,7/20/2023 7 p.m. EDT,5106,631,5406,2735,542,63144,25374,32296
PJM,7/20/2023 8 p.m. EDT,3824,56,4576,2536,394,62106,24430,32314
PJM,7/20/2023 9 p.m. EDT,3319,13,1561,1971,391,61308,23910,32374
PJM,7/20/2023 10 p.m. EDT,3858,4,862,1354,220,56593,22055,32438
PJM,7/20/2023 11 p.m. EDT,3903,4,793,1244,219,51944,20986,32458
PJM,7/21/2023 12 a.m. EDT,670,4,611,1056,214,47621,20361,32289
PJM,7/21/2023 1 a.m. EDT,3895,4,502,958,218,45602,16618,32535
PJM,7/21/2023 2 a.m. EDT,3346,4,516,924,217,45253,16524,32539
PJM,7/21/2023 3 a.m. EDT,3027,4,577,907,214,42934,16148,32555
PJM,7/21/2023 4 a.m. EDT,2664,4,533,913,216,42226,16009,32599
PJM,7/21/2023 5 a.m. EDT,2236,4,590,951,220,43508,16009,32604
PJM,7/21/2023 6 a.m. EDT,2316,13,646,953,222,44411,15948,32656
PJM,7/21/2023 7 a.m. EDT,1846,933,681,1049,222,45633,16081,32673
PJM,7/21/2023 8 a.m. EDT,1304,2667,622,1174,221,48346,16619,32666
PJM,7/21/2023 9 a.m. EDT,1033,3228,673,1203,218,50995,17898,32662
PJM,7/21/2023 10 a.m. EDT,1372,3710,972,1464,232,52893,18530,32570
PJM,7/21/2023 11 a.m. EDT,1436,3712,1281,1554,411,55342,19110,32329
PJM,7/21/2023 12 p.m. EDT,1435,3820,1398,1601,415,57441,20641,32359
PJM,7/21/2023 1 p.m. EDT,1499,3909,3719,1581,458,58320,21295,32325
PJM,7/21/2023 2 p.m. EDT,1463,3695,5068,1568,441,59229,22275,32334
PJM,7/21/2023 3 p.m. EDT,1566,3454,5716,1573,441,59405,22719,32338
PJM,7/21/2023 4 p.m. EDT,1515,3402,6308,1480,441,59518,23426,32332
PJM,7/21/2023 5 p.m. EDT,1217,2919,5729,1529,515,60987,23932,32328
PJM,7/21/2023 6 p.m. EDT,1117,2280,5427,1440,486,61025,24045,32345
PJM,7/21/2023 7 p.m. EDT,929,1024,5226,1390,514,60061,23661,32352
PJM,7/21/2023 8 p.m. EDT,837,79,4124,1333,508,58332,23014,32352
PJM,7/21/2023 9 p.m. EDT,705,8,2333,1335,412,55992,23334,32375
PJM,7/21/2023 10 p.m. EDT,613,8,1045,1072,210,51599,22707,32276
PJM,7/21/2023 11 p.m. EDT,519,10,1036,1076,258,48210,20345,32299
PJM,7/22/2023 12 a.m. EDT,3585,4,565,959,215,48349,18521,32485
PJM,7/22/2023 1 a.m. EDT,571,4,617,966,214,40930,17588,32376
PJM,7/22/2023 2 a.m. EDT,515,4,631,970,211,39599,16482,32383
PJM,7/22/2023 3 a.m. EDT,410,4,588,975,212,38362,15907,32510
PJM,7/22/2023 4 a.m. EDT,334,4,572,986,218,36879,15432,32566
PJM,7/22/2023 5 a.m. EDT,335,4,604,974,222,36869,15040,32593
PJM,7/22/2023 6 a.m. EDT,318,14,616,952,222,36143,14558,32611
PJM,7/22/2023 7 a.m. EDT,321,890,655,983,219,37254,14606,32638
PJM,7/22/2023 8 a.m. EDT,294,2043,737,1134,218,39583,15356,32633
PJM,7/22/2023 9 a.m. EDT,304,2504,646,1102,217,42924,16260,32644
PJM,7/22/2023 10 a.m. EDT,360,2929,850,1129,216,44198,16264,32614
PJM,7/22/2023 11 a.m. EDT,379,3119,997,1283,223,47734,16113,32586
PJM,7/22/2023 12 p.m. EDT,332,3469,1138,1302,304,50801,16821,32573
PJM,7/22/2023 1 p.m. EDT,520,3627,2217,1384,419,52008,17740,32560
PJM,7/22/2023 2 p.m. EDT,488,3482,4533,1357,418,52849,17922,32537
PJM,7/22/2023 3 p.m. EDT,700,3343,5590,1391,396,54120,18248,32513
PJM,7/22/2023 4 p.m. EDT,612,2869,6344,1397,467,55119,19222,32496
PJM,7/22/2023 5 p.m. EDT,738,2387,6633,1316,460,55186,21168,32509
PJM,7/22/2023 6 p.m. EDT,614,1869,6163,1252,559,54905,20871,32525
PJM,7/22/2023 7 p.m. EDT,342,834,6270,1215,529,54498,20289,32540
PJM,7/22/2023 8 p.m. EDT,218,76,4163,1156,310,52876,19843,32576
PJM,7/22/2023 9 p.m. EDT,282,13,2573,1179,314,50769,20617,32590
PJM,7/22/2023 10 p.m. EDT,288,13,664,989,212,48309,19455,32385
PJM,7/22/2023 11 p.m. EDT,563,4,568,944,211,45819,18158,32417
PJM,7/23/2023 12 a.m. EDT,575,4,726,960,212,44297,19290,32341
PJM,7/23/2023 1 a.m. EDT,1050,4,623,947,217,38310,14855,32665
PJM,7/23/2023 2 a.m. EDT,1165,4,593,963,215,35068,14465,32699
PJM,7/23/2023 3 a.m. EDT,1001,4,618,942,214,33261,14545,32697
PJM,7/23/2023 4 a.m. EDT,806,4,576,935,216,32155,14708,32706
PJM,7/23/2023 5 a.m. EDT,998,4,602,954,216,31106,14740,32712
PJM,7/23/2023 6 a.m. EDT,1048,24,557,930,216,30278,14726,32723
PJM,7/23/2023 7 a.m. EDT,934,1025,588,1042,228,31592,14730,32739
PJM,7/23/2023 8 a.m. EDT,610,2831,702,1198,268,34873,14789,32734
PJM,7/23/2023 9 a.m. EDT,571,3659,700,1204,430,37149,14901,32706
PJM,7/23/2023 10 a.m. EDT,692,4169,649,1224,604,41567,15137,32653
PJM,7/23/2023 11 a.m. EDT,741,4291,1070,1237,598,46552,15668,32601
PJM,7/23/2023 12 p.m. EDT,851,4031,1048,1290,663,51003,16822,32588
PJM,7/23/2023 1 p.m. EDT,800,3602,1257,1613,649,53604,17958,32560
PJM,7/23/2023 2 p.m. EDT,842,3706,2974,1702,668,54206,18708,32533
PJM,7/23/2023 3 p.m. EDT,548,3514,5549,1751,744,55576,18934,32513
PJM,7/23/2023 4 p.m. EDT,745,3125,5561,1842,646,57522,21332,32512
PJM,7/23/2023 5 p.m. EDT,655,3020,6309,1863,698,58534,22036,32512
PJM,7/23/2023 6 p.m. EDT,478,2072,6023,1847,662,59015,22590,32498
PJM,7/23/2023 7 p.m. EDT,255,576,5967,1682,745,58586,22622,32513
PJM,7/23/2023 8 p.m. EDT,195,55,4087,1699,681,56854,21479,32517
PJM,7/23/2023 9 p.m. EDT,342,6,1882,1646,644,56028,21338,32520
PJM,7/23/2023 10 p.m. EDT,590,4,752,1619,529,51949,21031,32549
PJM,7/23/2023 11 p.m. EDT,469,4,586,1229,579,48548,19504,32549
PJM,7/24/2023 12 a.m. EDT,665,4,558,939,215,40607,16343,32650
PJM,7/24/2023 1 a.m. EDT,618,4,529,915,217,43135,17202,32589
PJM,7/24/2023 2 a.m. EDT,499,4,493,914,215,42234,16790,32597
PJM,7/24/2023 3 a.m. EDT,471,4,522,913,216,40778,16582,32615
PJM,7/24/2023 4 a.m. EDT,300,4,484,927,219,39960,16523,32620
PJM,7/24/2023 5 a.m. EDT,188,4,535,917,223,42504,16743,32615
PJM,7/24/2023 6 a.m. EDT,276,4,507,925,223,45094,16959,32633
PJM,7/24/2023 7 a.m. EDT,243,292,614,954,220,47036,17369,32633
PJM,7/24/2023 8 a.m. EDT,221,1096,564,1267,260,49844,17941,32636
PJM,7/24/2023 9 a.m. EDT,286,1993,645,1461,337,52255,18404,32619
PJM,7/24/2023 10 a.m. EDT,540,2543,510,2218,398,54730,18324,32606
PJM,7/24/2023 11 a.m. EDT,438,3274,1412,2320,430,58966,18907,32583
PJM,7/24/2023 12 p.m. EDT,458,3496,1950,2451,408,62032,20570,32548
PJM,7/24/2023 1 p.m. EDT,520,3779,3170,2480,447,64630,22356,32504
PJM,7/24/2023 2 p.m. EDT,547,3787,4488,2480,446,66413,23686,32444
PJM,7/24/2023 3 p.m. EDT,654,3280,4886,2382,471,68545,24328,32429
PJM,7/24/2023 4 p.m. EDT,686,2779,5452,2445,470,69776,24999,32422
PJM,7/24/2023 5 p.m. EDT,818,2303,5402,2501,624,70610,25758,32400
PJM,7/24/2023 6 p.m. EDT,656,1354,5685,2537,633,69375,26046,32396
PJM,7/24/2023 7 p.m. EDT,341,533,4992,2464,634,68101,25281,32425
PJM,7/24/2023 8 p.m. EDT,311,36,2962,2417,497,66034,24533,32441
PJM,7/24/2023 9 p.m. EDT,354,4,1817,2437,432,64513,23491,32337
PJM,7/24/2023 10 p.m. EDT,342,4,472,1977,298,59339,22258,32362
PJM,7/24/2023 11 p.m. EDT,384,4,461,1936,214,53095,21564,32526
PJM,7/25/2023 12 a.m. EDT,580,4,503,952,216,45849,18173,32572
PJM,7/25/2023 1 a.m. EDT,476,4,410,1471,216,44525,18145,32538
PJM,7/25/2023 2 a.m. EDT,478,4,439,1484,215,42595,17754,32566
PJM,7/25/2023 3 a.m. EDT,520,4,474,1471,212,39702,17764,32578
PJM,7/25/2023 4 a.m. EDT,522,4,427,1464,214,39382,17853,32584
PJM,7/25/2023 5 a.m. EDT,362,4,524,1466,220,40558,17918,32604
PJM,7/25/2023 6 a.m. EDT,498,8,583,1710,222,43276,18022,32603
PJM,7/25/2023 7 a.m. EDT,694,807,577,2302,220,45070,18522,32599
PJM,7/25/2023 8 a.m. EDT,712,2158,562,2694,274,47796,18900,32575
PJM,7/25/2023 9 a.m. EDT,443,3142,690,2765,278,52316,19231,32551
PJM,7/25/2023 10 a.m. EDT,422,3790,533,3507,293,56447,19832,32506
PJM,7/25/2023 11 a.m. EDT,570,4023,554,3453,565,60078,20504,32481
PJM,7/25/2023 12 p.m. EDT,679,3997,1324,3623,600,64021,21735,32422
PJM,7/25/2023 1 p.m. EDT,739,3882,3887,3558,652,65110,22920,32429
PJM,7/25/2023 2 p.m. EDT,915,3492,4331,3619,615,67426,23734,32452
PJM,7/25/2023 3 p.m. EDT,1126,3461,4712,3487,829,65587,24250,32459
PJM,7/25/2023 4 p.m. EDT,1172,3457,5320,3357,775,64373,25233,32459
PJM,7/25/2023 5 p.m. EDT,1255,2958,5396,2856,829,63962,26850,32444
PJM,7/25/2023 6 p.m. EDT,1243,1964,5552,2601,802,63565,27451,32414
PJM,7/25/2023 7 p.m. EDT,765,722,4864,2432,754,63272,27740,32429
PJM,7/25/2023 8 p.m. EDT,606,84,3726,2403,588,61290,26591,32435
PJM,7/25/2023 9 p.m. EDT,848,4,1913,2212,551,60158,25082,32458
PJM,7/25/2023 10 p.m. EDT,1549,6,689,1586,411,55742,23871,32450
PJM,7/25/2023 11 p.m. EDT,2723,6,701,1589,212,50524,22845,32487
PJM,7/26/2023 12 a.m. EDT,261,4,437,1678,216,48490,19873,32530
PJM,7/26/2023 1 a.m. EDT,3395,4,450,1318,418,42271,18698,32506
PJM,7/26/2023 2 a.m. EDT,2903,4,412,1418,417,41567,18251,32529
PJM,7/26/2023 3 a.m. EDT,2832,4,408,1316,418,39155,18074,32542
PJM,7/26/2023 4 a.m. EDT,2897,4,412,1287,419,38539,18107,32538
PJM,7/26/2023 5 a.m. EDT,2991,4,423,1285,425,40093,18106,32554
PJM,7/26/2023 6 a.m. EDT,3622,14,462,1292,422,42681,18288,32562
PJM,7/26/2023 7 a.m. EDT,4097,816,492,1369,420,44002,18443,32558
PJM,7/26/2023 8 a.m. EDT,3903,2499,492,1518,418,47116,18519,32552
PJM,7/26/2023 9 a.m. EDT,3411,3552,530,1678,418,51938,19659,32524
PJM,7/26/2023 10 a.m. EDT,3730,4003,509,2260,464,56535,20754,32463
PJM,7/26/2023 11 a.m. EDT,3860,4331,512,2514,653,59488,22060,32423
PJM,7/26/2023 12 p.m. EDT,4527,4305,1452,2891,495,61501,24090,32374
PJM,7/26/2023 1 p.m. EDT,5608,3969,3525,2853,557,63642,25078,32304
PJM,7/26/2023 2 p.m. EDT,5193,3865,4661,2591,680,66003,25408,32242
PJM,7/26/2023 3 p.m. EDT,4796,3891,4684,2696,553,67676,26560,32213
PJM,7/26/2023 4 p.m. EDT,4814,3084,5145,3000,605,68081,28135,32190
PJM,7/26/2023 5 p.m. EDT,4515,2584,5794,2978,653,68789,28215,32183
PJM,7/26/2023 6 p.m. EDT,4039,2002,5758,2920,674,68150,28888,32209
PJM,7/26/2023 7 p.m. EDT,3425,702,5433,2695,732,68852,29253,32222
PJM,7/26/2023 8 p.m. EDT,3370,35,4680,2416,692,66462,27763,32286
PJM,7/26/2023 9 p.m. EDT,3452,4,3315,2335,659,65096,26369,32296
PJM,7/26/2023 10 p.m. EDT,3327,4,1385,1581,553,60989,25107,32276
PJM,7/26/2023 11 p.m. EDT,2596,6,640,1594,331,58179,24354,32301
PJM,7/27/2023 12 a.m. EDT,3374,6,472,1379,416,45443,20682,32486
PJM,7/27/2023 1 a.m. EDT,2435,4,527,1387,533,49804,22021,32311
PJM,7/27/2023 2 a.m. EDT,2370,4,347,1405,530,47771,20443,32320
PJM,7/27/2023 3 a.m. EDT,2163,4,324,1375,532,46742,19828,32347
PJM,7/27/2023 4 a.m. EDT,1951,4,331,1390,536,46868,19326,32359
PJM,7/27/2023 5 a.m. EDT,1829,4,399,1397,535,47967,19952,32347
PJM,7/27/2023 6 a.m. EDT,1781,11,392,1373,553,50986,21569,32353
PJM,7/27/2023 7 a.m. EDT,1711,847,422,1465,709,52316,22283,32344
PJM,7/27/2023 8 a.m. EDT,1623,2347,415,1600,711,54246,22706,32331
PJM,7/27/2023 9 a.m. EDT,1512,3062,488,1674,943,57892,23261,32320
PJM,7/27/2023 10 a.m. EDT,1509,3478,435,2416,1182,63102,25372,32288
PJM,7/27/2023 11 a.m. EDT,1393,3792,685,2538,1438,66739,26058,32232
PJM,7/27/2023 12 p.m. EDT,1193,4013,3056,2676,1580,68862,28077,32203
PJM,7/27/2023 1 p.m. EDT,1273,3942,4451,2520,1664,70671,28858,32159
PJM,7/27/2023 2 p.m. EDT,1322,3783,4645,2676,1800,72218,29873,32089
PJM,7/27/2023 3 p.m. EDT,1431,4012,5016,2677,1868,72608,30449,32042
PJM,7/27/2023 4 p.m. EDT,1469,3517,5138,2709,1884,73908,31069,32058
PJM,7/27/2023 5 p.m. EDT,1499,2918,5242,2670,2064,74662,31267,32044
