Region_Code,Timestamp_hr_ending,Wind_Generation_MWh,Solar_Generation_MWh,Hydro_Generation_MWh,Other_Generation_MWh,Petroleum_Generation_MWh,Natural_gas_Generation_MWh,Coal_Generation_MWh,Nuclear_Generation_MWh
PJM,7/27/2023 6 p.m. EDT,1278,1826,4964,2604,2105,74886,31430,32049
PJM,7/27/2023 7 p.m. EDT,741,649,5109,2462,2056,75232,31425,32125
PJM,7/27/2023 8 p.m. EDT,899,56,4526,2257,1897,72310,30157,32134
PJM,7/27/2023 9 p.m. EDT,995,4,2609,2250,1861,72358,28834,32166
PJM,7/27/2023 10 p.m. EDT,1299,6,1018,1649,1404,68410,26930,32176
PJM,7/27/2023 11 p.m. EDT,1860,7,634,1577,976,64052,25586,32194
PJM,7/28/2023 12 a.m. EDT,2397,6,577,1394,530,52805,24422,32304
PJM,7/28/2023 1 a.m. EDT,1935,4,333,1443,753,50922,22644,32244
PJM,7/28/2023 2 a.m. EDT,2015,4,355,1452,762,48734,20179,32277
PJM,7/28/2023 3 a.m. EDT,2502,4,382,1450,789,45904,19328,32273
PJM,7/28/2023 4 a.m. EDT,2739,4,411,1391,840,45012,19037,32344
PJM,7/28/2023 5 a.m. EDT,3682,4,498,1448,936,44951,18953,32374
PJM,7/28/2023 6 a.m. EDT,3470,12,492,1406,1064,47818,19359,32406
PJM,7/28/2023 7 a.m. EDT,3738,723,488,1536,1286,48701,19753,32394
PJM,7/28/2023 8 a.m. EDT,2916,2360,543,1683,863,53568,20722,32380
PJM,7/28/2023 9 a.m. EDT,2411,3282,534,1716,773,56522,22426,32342
PJM,7/28/2023 10 a.m. EDT,3277,3572,746,2399,796,61161,23104,32287
PJM,7/28/2023 11 a.m. EDT,3693,3743,919,2500,869,64893,24236,32205
PJM,7/28/2023 12 p.m. EDT,3517,3691,2094,2601,999,66981,25687,32182
PJM,7/28/2023 1 p.m. EDT,2938,3587,3631,2752,1097,68264,25903,32098
PJM,7/28/2023 2 p.m. EDT,2685,3525,4549,2753,1118,69576,26956,32053
PJM,7/28/2023 3 p.m. EDT,2785,3515,5329,2573,1169,70016,27864,32003
PJM,7/28/2023 4 p.m. EDT,2703,3399,5568,2666,1373,70461,28272,32013
PJM,7/28/2023 5 p.m. EDT,2636,2931,5336,2626,1406,70894,29490,31994
PJM,7/28/2023 6 p.m. EDT,2008,2200,5646,2543,1464,70722,28735,31983
PJM,7/28/2023 7 p.m. EDT,1741,643,4890,2443,1275,70216,28577,32005
PJM,7/28/2023 8 p.m. EDT,1987,50,4811,2384,1074,68391,25584,31974
PJM,7/28/2023 9 p.m. EDT,3426,8,2720,2350,886,65908,24267,32038
PJM,7/28/2023 10 p.m. EDT,3619,8,750,2120,669,61050,22994,32120
PJM,7/28/2023 11 p.m. EDT,5227,8,558,1297,593,56589,21663,32193
PJM,7/29/2023 12 a.m. EDT,1934,7,374,1470,871,57793,24912,32232
PJM,7/29/2023 1 a.m. EDT,5007,8,458,1349,404,47773,19585,32276
PJM,7/29/2023 2 a.m. EDT,3318,8,566,1322,400,46372,18950,32287
PJM,7/29/2023 3 a.m. EDT,3338,8,629,1322,402,43291,18638,32319
PJM,7/29/2023 4 a.m. EDT,2109,8,553,1307,404,43696,18257,32334
PJM,7/29/2023 5 a.m. EDT,1821,8,495,1341,409,42902,18165,32392
PJM,7/29/2023 6 a.m. EDT,2114,6,518,1326,410,42134,17811,32403
PJM,7/29/2023 7 a.m. EDT,2335,453,661,1392,409,41716,17761,32434
PJM,7/29/2023 8 a.m. EDT,2327,1523,579,1491,406,45050,18085,32372
PJM,7/29/2023 9 a.m. EDT,2612,2700,609,1595,405,47685,18368,32344
PJM,7/29/2023 10 a.m. EDT,1807,3470,665,2304,415,52965,18729,32332
PJM,7/29/2023 11 a.m. EDT,1569,3958,886,2313,671,56342,19404,32319
PJM,7/29/2023 12 p.m. EDT,1890,4002,2413,2508,653,57416,20728,32319
PJM,7/29/2023 1 p.m. EDT,2433,3872,4932,2531,685,58600,21239,32304
PJM,7/29/2023 2 p.m. EDT,2316,3827,5461,2523,698,60305,22743,32262
PJM,7/29/2023 3 p.m. EDT,2517,3716,5572,2490,757,61616,23233,32217
PJM,7/29/2023 4 p.m. EDT,2720,3605,5469,2561,838,61642,23536,32162
PJM,7/29/2023 5 p.m. EDT,2758,3191,5313,2681,1037,61176,22906,32147
PJM,7/29/2023 6 p.m. EDT,2468,2102,5230,2577,1211,60694,22411,32168
PJM,7/29/2023 7 p.m. EDT,2327,719,4715,2364,1288,59532,21658,32225
PJM,7/29/2023 8 p.m. EDT,1697,68,3136,2095,1120,58010,21143,32276
PJM,7/29/2023 9 p.m. EDT,1568,4,1936,1921,861,57117,20713,32330
PJM,7/29/2023 10 p.m. EDT,1302,4,845,1310,442,54268,20090,32346
PJM,7/29/2023 11 p.m. EDT,1253,4,551,1295,209,50500,18804,32427
PJM,7/30/2023 12 a.m. EDT,5157,8,451,1270,520,50943,20817,32243
PJM,7/30/2023 1 a.m. EDT,934,4,390,986,209,43905,17375,32475
PJM,7/30/2023 2 a.m. EDT,822,4,393,1004,208,42110,16786,32499
PJM,7/30/2023 3 a.m. EDT,673,4,391,993,210,39446,16314,32535
PJM,7/30/2023 4 a.m. EDT,526,4,402,1004,211,38120,16081,32567
PJM,7/30/2023 5 a.m. EDT,647,4,478,997,216,35464,16028,32591
PJM,7/30/2023 6 a.m. EDT,656,6,423,997,217,35520,16064,32610
PJM,7/30/2023 7 a.m. EDT,717,858,529,1073,215,35180,16015,32597
PJM,7/30/2023 8 a.m. EDT,897,2857,568,1196,217,35901,16038,32618
PJM,7/30/2023 9 a.m. EDT,781,3744,621,1303,215,38857,16222,32602
PJM,7/30/2023 10 a.m. EDT,602,4162,621,1376,217,41675,16300,32576
PJM,7/30/2023 11 a.m. EDT,1085,4240,966,2132,240,44433,16724,32559
PJM,7/30/2023 12 p.m. EDT,1464,4061,1273,2182,430,45865,18028,32542
PJM,7/30/2023 1 p.m. EDT,1520,3974,1086,2226,417,47470,19191,32525
PJM,7/30/2023 2 p.m. EDT,1714,3927,3289,2225,447,48710,19794,32470
PJM,7/30/2023 3 p.m. EDT,1627,3672,4341,2196,445,50128,20474,32472
PJM,7/30/2023 4 p.m. EDT,1716,3464,5320,2206,444,51436,21976,32459
PJM,7/30/2023 5 p.m. EDT,1784,3004,5771,2132,447,52690,22996,32446
PJM,7/30/2023 6 p.m. EDT,1434,2136,5279,2008,447,53840,24517,32456
PJM,7/30/2023 7 p.m. EDT,1196,878,5080,1972,445,53201,23247,32457
PJM,7/30/2023 8 p.m. EDT,1065,49,3232,1932,448,52414,22516,32490
PJM,7/30/2023 9 p.m. EDT,1199,4,2099,1940,445,51133,21946,32501
PJM,7/30/2023 10 p.m. EDT,1272,4,790,1336,211,48375,20751,32528
PJM,7/30/2023 11 p.m. EDT,962,4,648,1027,212,45365,19311,32545
PJM,7/31/2023 12 a.m. EDT,960,4,399,1024,211,46815,18101,32443
PJM,7/31/2023 1 a.m. EDT,677,4,490,1000,217,40247,16754,32574
PJM,7/31/2023 2 a.m. EDT,658,4,456,992,217,38675,16363,32574
PJM,7/31/2023 3 a.m. EDT,676,4,460,992,219,36627,16324,32591
PJM,7/31/2023 4 a.m. EDT,587,4,371,991,222,36853,16265,32612
PJM,7/31/2023 5 a.m. EDT,506,4,422,990,225,38712,16349,32620
PJM,7/31/2023 6 a.m. EDT,601,4,526,991,226,41203,16998,32621
PJM,7/31/2023 7 a.m. EDT,630,756,501,1094,222,43132,17211,32604
PJM,7/31/2023 8 a.m. EDT,530,2540,484,1170,222,44836,17490,32604
PJM,7/31/2023 9 a.m. EDT,598,3599,624,1347,216,47159,18168,32591
PJM,7/31/2023 10 a.m. EDT,455,4027,595,2114,218,49778,19493,32570
PJM,7/31/2023 11 a.m. EDT,717,4080,916,2200,232,51534,20898,32522
PJM,7/31/2023 12 p.m. EDT,809,3944,1462,2199,520,55003,21439,32505
PJM,7/31/2023 1 p.m. EDT,665,3839,2425,2174,534,57655,22041,32488
PJM,7/31/2023 2 p.m. EDT,729,3778,4760,2068,501,57569,21788,32464
PJM,7/31/2023 3 p.m. EDT,873,3627,5176,2008,442,58840,22452,32476
PJM,7/31/2023 4 p.m. EDT,867,3016,5286,1951,458,60072,23188,32484
PJM,7/31/2023 5 p.m. EDT,681,2584,5532,1912,444,60670,24390,32483
PJM,7/31/2023 6 p.m. EDT,670,1920,5221,1936,427,60594,25246,32484
PJM,7/31/2023 7 p.m. EDT,432,764,4818,1978,384,58948,24817,32488
PJM,7/31/2023 8 p.m. EDT,348,46,4028,1938,414,57178,23996,32434
PJM,7/31/2023 9 p.m. EDT,421,4,1690,1649,419,55562,23962,32506
PJM,7/31/2023 10 p.m. EDT,518,6,615,1225,211,51040,22599,32500
PJM,7/31/2023 11 p.m. EDT,694,4,444,1244,210,47787,19579,32553
PJM,8/1/2023 12 a.m. EDT,765,4,466,1000,214,42081,17807,32556
